iso3,year,gini,corruption,gov,reg,acc
AFG,1990,,,,,
AFG,1991,,,,,
AFG,1992,,,,,
AFG,1993,,,,,
AFG,1994,,,,,
AFG,1995,,,,,
AFG,1996,,-1.291704774,-2.175166607,-2.090330362,-1.90854013
AFG,1997,,,,,
AFG,1998,,-1.176012278,-2.102291822,-2.062872171,-2.039301157
AFG,1999,,,,,
AFG,2000,,-1.271724224,-2.173946142,-2.080252647,-2.031417131
AFG,2001,,,,,
AFG,2002,,-1.251137018,-1.587687016,-1.81154573,-1.433421016
AFG,2003,,-1.344179749,-1.127419591,-1.463107824,-1.177571177
AFG,2004,,-1.35064733,-0.909888744,-1.511548996,-1.203033924
AFG,2005,,-1.447252393,-1.217238426,-1.643440247,-1.12542963
AFG,2006,,-1.446292281,-1.465511322,-1.689468622,-1.110293984
AFG,2007,,-1.61325109,-1.443468094,-1.708872318,-1.057653904
AFG,2008,,-1.672095537,-1.533435464,-1.607166886,-1.168901801
AFG,2009,,-1.552298784,-1.511001945,-1.664507627,-1.375495195
AFG,2010,,-1.645391107,-1.480805755,-1.516528249,-1.404467344
AFG,2011,,-1.600470781,-1.477033496,-1.536323905,-1.335976958
AFG,2012,,-1.430372834,-1.376418829,-1.192579746,-1.267430067
AFG,2013,,-1.445908427,-1.400745392,-1.1930902,-1.240068436
AFG,2014,,-1.364742875,-1.362318277,-1.124133706,-1.135439992
AFG,2015,,-1.348587155,-1.351807714,-1.006208181,-1.117556691
AFG,2016,,-1.534049273,-1.254181504,-1.336581707,-1.037788033
AFG,2017,,-1.521725655,-1.35992229,-1.355372787,-0.990813971
AFG,2018,,-1.489771724,-1.479299188,-1.147590399,-1.011600018
AFG,2019,,-1.407710433,-1.495626688,-1.123045802,-1.006746769
AFG,2020,,-1.480537772,-1.585144877,-1.402760983,-1.077736378
AFG,2021,,-1.1423769,-1.634369612,-1.338022232,-1.570883274
AFG,2022,,,,,
ALB,1990,,,,,
ALB,1991,,,,,
ALB,1992,,,,,
ALB,1993,,,,,
ALB,1994,,,,,
ALB,1995,,,,,
ALB,1996,27,-0.893903494,-0.688587904,-0.474401653,-0.648297846
ALB,1997,,,,,
ALB,1998,,-0.992024779,-0.732602537,-0.441555828,-0.387372851
ALB,1999,,,,,
ALB,2000,,-0.855563641,-0.917780161,-0.415910125,-0.285138667
ALB,2001,,,,,
ALB,2002,31.7,-0.845340908,-0.624333382,-0.311400771,-8.15E-03
ALB,2003,,-0.853786588,-0.569067299,-0.490216553,7.03E-02
ALB,2004,,-0.723731816,-0.40906176,-0.187491566,7.24E-03
ALB,2005,30.6,-0.813263893,-0.704830587,-0.400731236,3.67E-03
ALB,2006,,-0.790545285,-0.586620808,-0.148599386,7.59E-02
ALB,2007,,-0.706940055,-0.431428492,3.46E-02,0.113008469
ALB,2008,30,-0.60521239,-0.370871335,0.137666509,0.174939081
ALB,2009,,-0.54527092,-0.254886448,0.241446003,0.141477332
ALB,2010,,-0.531616509,-0.278687119,0.233281955,0.123838224
ALB,2011,,-0.701794147,-0.200375155,0.283972561,6.23E-02
ALB,2012,29,-0.778729439,-0.267875999,0.240491986,2.21E-02
ALB,2013,,-0.750955939,-0.323595732,0.254160255,4.89E-02
ALB,2014,34.6,-0.586141348,-4.88E-02,0.279037684,0.1437774
ALB,2015,32.8,-0.520959854,5.93E-02,0.189514965,0.157161772
ALB,2016,33.7,-0.44898048,5.97E-02,0.196168706,0.170948684
ALB,2017,33.1,-0.45825699,0.12872985,0.23308672,0.203805894
ALB,2018,30.1,-0.524145126,0.110513411,0.266459137,0.180729449
ALB,2019,30.1,-0.543374062,-3.33E-02,0.285658628,0.142711371
ALB,2020,29.4,-0.551931083,-0.124956653,0.235864624,8.84E-02
ALB,2021,,-0.555924177,-3.36E-03,0.192754015,9.12E-02
ALB,2022,,,,,
DZA,1990,,,,,
DZA,1991,,,,,
DZA,1992,,,,,
DZA,1993,,,,,
DZA,1994,,,,,
DZA,1995,35.3,,,,
DZA,1996,,-0.56674093,-1.088766456,-0.907437265,-1.166290164
DZA,1997,,,,,
DZA,1998,,-0.916649282,-0.883071959,-0.881358743,-1.244342446
DZA,1999,,,,,
DZA,2000,,-0.987298191,-1.01074934,-0.71020937,-1.110052228
DZA,2001,,,,,
DZA,2002,,-0.928754985,-0.614207327,-0.574951589,-1.044660211
DZA,2003,,-0.715244472,-0.6703403,-0.481900811,-1.076718092
DZA,2004,,-0.699272692,-0.553408742,-0.441777736,-0.802059054
DZA,2005,,-0.466420472,-0.438614607,-0.341526747,-0.715685964
DZA,2006,,-0.564962566,-0.431149721,-0.500463128,-0.916875541
DZA,2007,,-0.592309475,-0.530745864,-0.522581637,-0.984122396
DZA,2008,,-0.633444846,-0.596755087,-0.624736011,-0.979712248
DZA,2009,,-0.614938259,-0.529050767,-0.964235187,-1.038418889
DZA,2010,,-0.552147269,-0.388126194,-1.104800701,-1.022330761
DZA,2011,27.6,-0.572699666,-0.514732301,-1.212379932,-1.004121184
DZA,2012,,-0.521544516,-0.444745928,-1.320389032,-0.906026602
DZA,2013,,-0.472622782,-0.428817511,-1.138440609,-0.893353224
DZA,2014,,-0.612656415,-0.336888343,-1.30188942,-0.813357711
DZA,2015,,-0.616887093,-0.377993971,-1.233237743,-0.847575545
DZA,2016,,-0.652786314,-0.430877894,-1.230026245,-0.861592352
DZA,2017,,-0.576397896,-0.506708324,-1.259408355,-0.902943969
DZA,2018,,-0.637313366,-0.457864255,-1.329962969,-0.9997105
DZA,2019,,-0.635694385,-0.54141891,-1.373277307,-1.053523779
DZA,2020,,-0.645068347,-0.544885635,-1.339298248,-1.088017702
DZA,2021,,-0.614184439,-0.620759845,-1.17087245,-1.009519339
DZA,2022,,,,,
ASM,1990,,,,,
ASM,1991,,,,,
ASM,1992,,,,,
ASM,1993,,,,,
ASM,1994,,,,,
ASM,1995,,,,,
ASM,1996,,,,,
ASM,1997,,,,,
ASM,1998,,,,,
ASM,1999,,,,,
ASM,2000,,,,,
ASM,2001,,,,,
ASM,2002,,,,,
ASM,2003,,,,,
ASM,2004,,0.791444957,-0.127275512,0.497606158,0.503726006
ASM,2005,,0.789309144,0.224524423,0.368987888,0.654332459
ASM,2006,,0.299861044,0.245218232,0.360797524,0.548463166
ASM,2007,,0.308062404,0.480822653,0.376145482,0.972128868
ASM,2008,,0.317555279,0.498143971,0.390816242,0.967198193
ASM,2009,,0.347466081,0.497778326,0.402511686,0.963811636
ASM,2010,,0.328756839,0.487507224,0.39395842,0.988284409
ASM,2011,,0.310445875,0.481147528,0.386368304,1.009051681
ASM,2012,,0.299411148,0.480951369,0.358625293,1.025671721
ASM,2013,,0.303055048,0.486867696,0.362132907,1.004767299
ASM,2014,,1.220708609,0.438700348,0.177999645,
ASM,2015,,1.215440273,0.485081702,0.168665841,
ASM,2016,,1.223311424,0.528136432,0.132687509,
ASM,2017,,1.836350203,0.557348669,-0.255901217,
ASM,2018,,1.841582656,0.546050012,-0.287974954,1.463218808
ASM,2019,,1.840799809,0.537684321,-0.301867425,1.272708774
ASM,2020,,1.311400652,0.689502597,0.542312026,1.057258606
ASM,2021,,1.325616956,0.697109878,0.548629165,0.908089399
ASM,2022,,,,,
AND,1990,,,,,
AND,1991,,,,,
AND,1992,,,,,
AND,1993,,,,,
AND,1994,,,,,
AND,1995,,,,,
AND,1996,,1.318143249,1.414037704,1.266439795,1.563216686
AND,1997,,,,,
AND,1998,,1.334758759,1.403356314,1.245862126,1.528759122
AND,1999,,,,,
AND,2000,,1.313403845,1.380486727,1.223143578,1.535655499
AND,2001,,,,,
AND,2002,,1.310743809,1.367723227,1.422462821,1.437128186
AND,2003,,1.33278954,1.348457336,1.414684296,1.422261953
AND,2004,,1.119150281,1.503341317,1.41426146,1.563076615
AND,2005,,1.269663095,1.287201762,1.359160781,1.528181553
AND,2006,,1.25131321,1.538033724,1.34977591,1.3299793
AND,2007,,1.26187098,1.501196861,1.378267288,1.305506468
AND,2008,,1.27677536,1.527852654,1.398588419,1.325321794
AND,2009,,1.317764997,1.536000371,1.405673504,1.32293725
AND,2010,,1.301772714,1.512511015,1.389426827,1.324308395
AND,2011,,1.272298098,1.498708725,1.611425281,1.360453367
AND,2012,,1.260530829,1.523034692,1.561860085,1.433837652
AND,2013,,1.253548503,1.532519937,1.558740973,1.406641722
AND,2014,,1.220708609,1.712236285,0.880748272,1.165964961
AND,2015,,1.215440273,1.78248632,0.908654094,1.194495201
AND,2016,,1.223311424,1.853123784,0.86785984,1.176597357
AND,2017,,1.237865448,1.931479692,1.205159068,1.161652923
AND,2018,,1.234533429,1.936131597,1.1918962,1.036903024
AND,2019,,1.2310431,1.901037693,1.22653389,1.110087037
AND,2020,,1.311400652,1.816116333,1.343301415,1.089937568
AND,2021,,1.325616956,1.816250086,1.362524509,1.043449402
AND,2022,,,,,
AGO,1990,,,,,
AGO,1991,,,,,
AGO,1992,,,,,
AGO,1993,,,,,
AGO,1994,,,,,
AGO,1995,,,,,
AGO,1996,,-1.16770184,-0.859939992,-1.415345073,-1.578163505
AGO,1997,,,,,
AGO,1998,,-1.180450678,-1.055107117,-1.445261717,-1.411878705
AGO,1999,,,,,
AGO,2000,52,-1.197514296,-1.075034142,-1.507048011,-1.458064675
AGO,2001,,,,,
AGO,2002,,-1.155492663,-1.132157087,-1.294135094,-1.238779068
AGO,2003,,-1.335463285,-1.126208544,-1.187467456,-1.272615314
AGO,2004,,-1.377568841,-1.334659338,-1.226713538,-1.285479784
AGO,2005,,-1.323181987,-1.10631907,-1.240036249,-1.234719396
AGO,2006,,-1.241037726,-1.381511211,-1.156215668,-1.252087951
AGO,2007,,-1.307493567,-1.209614277,-1.075312614,-1.18531394
AGO,2008,42.7,-1.308764577,-1.064504504,-1.101495981,-1.119346857
AGO,2009,,-1.397766113,-0.947048008,-1.059525251,-1.126135349
AGO,2010,,-1.332474947,-1.142090201,-1.0602175,-1.120525122
AGO,2011,,-1.367469072,-1.197987199,-1.107531548,-1.125478387
AGO,2012,,-1.302401423,-0.990929544,-0.990437567,-1.076246738
AGO,2013,,-1.336874723,-1.246629715,-1.041670442,-1.113843679
AGO,2014,,-1.457798243,-1.055083632,-0.860683441,-1.145230174
AGO,2015,,-1.409269571,-0.893182993,-0.84234482,-1.177087069
AGO,2016,,-1.467879415,-0.936142445,-0.957892835,-1.140292645
AGO,2017,,-1.428053498,-0.919977069,-1.026228189,-1.098074555
AGO,2018,51.3,-1.180501461,-0.978714645,-0.785790086,-0.906310201
AGO,2019,,-1.078113675,-1.084010243,-0.820471883,-0.78340435
AGO,2020,,-0.953371167,-1.203528404,-0.841778457,-0.802130938
AGO,2021,,-0.655345798,-1.059368968,-0.662632108,-0.840915978
AGO,2022,,,,,
ATG,1990,,,,,
ATG,1991,,,,,
ATG,1992,,,,,
ATG,1993,,,,,
ATG,1994,,,,,
ATG,1995,,,,,
ATG,1996,,0.869897187,0.644922495,0.786901176,0.333532423
ATG,1997,,,,,
ATG,1998,,0.883366406,0.652145922,0.77318567,0.339321405
ATG,1999,,,,,
ATG,2000,,0.861537576,0.618822575,0.751229942,0.390961945
ATG,2001,,,,,
ATG,2002,,0.850210369,0.568053842,0.698325157,0.336637646
ATG,2003,,0.854120076,0.576517761,0.682984054,0.317483664
ATG,2004,,0.839856029,0.539977908,0.582346559,0.57303077
ATG,2005,,0.742446184,0.447335571,0.584638536,0.533180177
ATG,2006,,1.11961627,0.407718599,0.547179878,0.631312013
ATG,2007,,1.146967053,0.398915678,0.530372381,0.543636024
ATG,2008,,1.27677536,0.498143971,0.642759264,0.573908567
ATG,2009,,1.317764997,0.497778326,0.653302133,0.589427829
ATG,2010,,1.301772714,0.487507224,0.642825544,0.495849043
ATG,2011,,1.272298098,0.481147528,0.631379724,0.511174679
ATG,2012,,1.260530829,0.480951369,0.599272251,0.640056968
ATG,2013,,1.253548503,0.486867696,0.601454556,0.618955672
ATG,2014,,0.634897768,-7.07E-02,0.529373944,0.558731198
ATG,2015,,0.685850799,0.225600779,0.370155632,0.595008314
ATG,2016,,0.688038766,0.263139009,0.337577105,0.633674026
ATG,2017,,0.23745203,7.70E-03,0.249312833,0.608594477
ATG,2018,,0.272347629,-9.98E-03,0.412241846,0.57005775
ATG,2019,,0.274131566,-7.66E-03,0.483430833,0.733219802
ATG,2020,,0.271396458,-0.15545781,0.512654901,0.745885134
ATG,2021,,0.26372695,-0.142245308,0.390355736,0.739251316
ATG,2022,,,,,
ARG,1990,,,,,
ARG,1991,46.8,,,,
ARG,1992,45.5,,,,
ARG,1993,44.9,,,,
ARG,1994,45.9,,,,
ARG,1995,48.9,,,,
ARG,1996,49.5,-0.101317152,0.16569005,0.51806742,0.391903371
ARG,1997,49.1,,,,
ARG,1998,50.7,-0.2034816,0.328712493,0.521346211,0.308850229
ARG,1999,49.8,,,,
ARG,2000,51.1,-0.172407657,-2.80E-02,0.182292387,0.418346971
ARG,2001,53.3,,,,
ARG,2002,53.8,-0.417055726,-0.228479072,-0.880716562,0.260062754
ARG,2003,50.9,-0.479976803,-3.27E-02,-0.69147563,0.349125266
ARG,2004,48.4,-0.414409548,1.73E-02,-0.6980353,0.362040877
ARG,2005,47.7,-0.377738357,-0.100426145,-0.525074363,0.269231617
ARG,2006,46.3,-0.331238538,-3.61E-02,-0.614566982,0.403436542
ARG,2007,46.2,-0.372122079,-1.17E-02,-0.63569355,0.448621333
ARG,2008,44.9,-0.434875011,-0.124616414,-0.702629447,0.358895928
ARG,2009,43.7,-0.445475101,-0.295640558,-0.830836773,0.280091494
ARG,2010,43.6,-0.355230033,-0.111378528,-0.742940903,0.361670136
ARG,2011,42.6,-0.364098519,-7.15E-02,-0.701964378,0.344941825
ARG,2012,41.3,-0.445909202,-0.206465602,-0.897686779,0.295209914
ARG,2013,40.9,-0.434015781,-0.253652781,-0.928134799,0.27698788
ARG,2014,41.6,-0.549443066,-0.109243862,-1.066149592,0.34533906
ARG,2015,,-0.557244956,-1.65E-02,-0.876747191,0.411802024
ARG,2016,42,-0.274941713,0.250169098,-0.33751902,0.493365467
ARG,2017,41.1,-0.284516692,0.164413184,-0.181595474,0.528664351
ARG,2018,41.3,-7.43E-02,5.42E-02,-0.183625966,0.530451119
ARG,2019,42.9,-8.37E-02,-9.65E-02,-0.436932802,0.572384655
ARG,2020,42.3,-0.140874103,-0.22428748,-0.483492196,0.588114679
ARG,2021,42,-0.400777549,-0.356661767,-0.618144751,0.619619727
ARG,2022,,,,,
ARM,1990,,,,,
ARM,1991,,,,,
ARM,1992,,,,,
ARM,1993,,,,,
ARM,1994,,,,,
ARM,1995,,,,,
ARM,1996,,-0.47305131,-0.380564451,-0.282764524,-0.569909096
ARM,1997,,,,,
ARM,1998,,-0.936306059,-0.546766698,-0.252395779,-0.33551845
ARM,1999,36.2,,,,
ARM,2000,,-0.848086238,-0.546417594,-0.172101572,-0.374595284
ARM,2001,35.4,,,,
ARM,2002,34.8,-0.778165162,-4.58E-02,5.63E-02,-0.444421142
ARM,2003,33,-0.6490224,-0.19081755,0.167570353,-0.467406183
ARM,2004,37.5,-0.703455329,-0.108692862,0.109250002,-0.572165549
ARM,2005,36,-0.683349848,-0.139261931,8.91E-02,-0.591363311
ARM,2006,29.7,-0.669232607,-0.261045575,0.292330682,-0.742222786
ARM,2007,31.2,-0.74589169,-0.377753705,0.265207171,-0.759377897
ARM,2008,29.2,-0.712412357,-0.170738295,0.300939858,-0.857629657
ARM,2009,28,-0.621459663,-1.99E-02,0.27345407,-0.876420259
ARM,2010,30,-0.69503957,-0.16639477,0.268946558,-0.847521544
ARM,2011,29.4,-0.664559424,-0.10899628,0.246940598,-0.690779805
ARM,2012,29.6,-0.58800149,-2.69E-02,0.334273398,-0.570491433
ARM,2013,30.6,-0.530450225,8.53E-02,0.235182688,-0.588030815
ARM,2014,31.5,-0.565155387,-0.251768827,0.158519909,-0.562072694
ARM,2015,32.4,-0.584427893,-0.276716083,0.201865211,-0.536284149
ARM,2016,32.5,-0.637749076,-0.275093079,0.214404643,-0.579242349
ARM,2017,33.6,-0.614445984,-0.215339452,0.240957707,-0.560795248
ARM,2018,34.4,-0.385727823,-0.141409367,0.360776484,-0.137946114
ARM,2019,30,-0.203820124,-0.197479233,0.255927444,5.55E-02
ARM,2020,25.1,2.02E-02,-0.274477035,0.251729071,4.91E-02
ARM,2021,27.9,7.21E-02,-0.249556035,0.145152628,5.92E-02
ARM,2022,,,,,
ABW,1990,,,,,
ABW,1991,,,,,
ABW,1992,,,,,
ABW,1993,,,,,
ABW,1994,,,,,
ABW,1995,,,,,
ABW,1996,,,,,
ABW,1997,,,,,
ABW,1998,,,,,
ABW,1999,,,,,
ABW,2000,,,,,
ABW,2001,,,,,
ABW,2002,,,,,
ABW,2003,,,,,
ABW,2004,,1.165965319,1.280984521,0.762953818,0.737520695
ABW,2005,,1.269663095,1.287201762,0.864074349,1.153230071
ABW,2006,,1.25131321,1.279470682,0.855286777,1.017273426
ABW,2007,,1.26187098,1.246103287,0.877206326,0.972128868
ABW,2008,,1.27677536,1.270425439,0.894702375,0.967198193
ABW,2009,,1.109147549,1.496455789,1.28930068,1.252343535
ABW,2010,,1.121295571,1.246244311,1.344837785,1.281883717
ABW,2011,,1.10294652,1.236214161,1.317276955,1.273587823
ABW,2012,,1.095235944,1.247285604,1.402131438,1.28464973
ABW,2013,,1.1194067,1.221145153,1.420879602,1.278059244
ABW,2014,,1.014231563,0.88769412,1.245360851,1.276849508
ABW,2015,,1.294156194,0.880507171,1.366900325,1.273960948
ABW,2016,,1.28040731,0.888866127,1.344240308,1.279364109
ABW,2017,,1.287307858,0.913862348,1.189792037,1.295545578
ABW,2018,,1.247948408,1.05176115,0.854680657,1.271601558
ABW,2019,,1.213881969,1.024024606,0.855567157,1.264367223
ABW,2020,,1.23236239,1.121367574,0.925700963,1.286165118
ABW,2021,,0.834079266,1.132214189,0.946877241,1.028603554
ABW,2022,,,,,
AUS,1990,,,,,
AUS,1991,,,,,
AUS,1992,,,,,
AUS,1993,,,,,
AUS,1994,,,,,
AUS,1995,32.6,,,,
AUS,1996,,1.877355814,1.800564528,1.367597103,1.440202951
AUS,1997,,,,,
AUS,1998,,1.798129678,1.618118048,1.432211161,1.407491207
AUS,1999,,,,,
AUS,2000,,1.862088323,1.732170224,1.575613499,1.471305132
AUS,2001,33.5,,,,
AUS,2002,,1.761436343,1.659198642,1.421155572,1.407233238
AUS,2003,33.5,1.895287037,1.7724967,1.575263143,1.442127824
AUS,2004,33.1,2.005868912,1.984479189,1.711219549,1.501541972
AUS,2005,,1.942667723,1.745689988,1.599512935,1.507055759
AUS,2006,,1.950813174,1.707515955,1.62376225,1.382794738
AUS,2007,,2.00087285,1.818282604,1.684215903,1.369199991
AUS,2008,35.4,2.027342558,1.78415966,1.766017556,1.368076086
AUS,2009,,2.041763067,1.701762199,1.816927552,1.383790851
AUS,2010,34.7,2.02361083,1.763190031,1.695976734,1.419765472
AUS,2011,,2.037909031,1.689923167,1.852122784,1.453721046
AUS,2012,,1.977507234,1.612834334,1.778897166,1.499190331
AUS,2013,,1.777870297,1.632687688,1.79121995,1.436413765
AUS,2014,34.4,1.849464655,1.601303339,1.857373476,1.361743808
AUS,2015,,1.879955173,1.560223341,1.783806562,1.355610847
AUS,2016,33.7,1.810914397,1.561982155,1.893965244,1.353697181
AUS,2017,,1.790856242,1.530469418,1.928243279,1.375639081
AUS,2018,34.3,1.801110983,1.588520885,1.901642442,1.380580783
AUS,2019,,1.822144747,1.564876318,1.872158647,1.267398
AUS,2020,,1.662498713,1.610074997,1.822517872,1.303583741
AUS,2021,,1.73749423,1.512928247,1.83872807,1.379442096
AUS,2022,,,,,
AUT,1990,,,,,
AUT,1991,,,,,
AUT,1992,,,,,
AUT,1993,,,,,
AUT,1994,30.8,,,,
AUT,1995,29.9,,,,
AUT,1996,29.3,1.732163548,1.731649637,1.658712149,1.448950052
AUT,1997,29.1,,,,
AUT,1998,31.3,1.79937923,1.803506255,1.346461296,1.354778886
AUT,1999,29.7,,,,
AUT,2000,29,1.751058698,1.847265244,1.47547555,1.317559481
AUT,2001,,,,,
AUT,2002,,1.915159225,1.880228162,1.538056254,1.307496905
AUT,2003,29.5,1.963868618,1.929604173,1.537136078,1.343882084
AUT,2004,29.8,2.026624441,1.843319774,1.514102817,1.475651145
AUT,2005,28.7,1.912423491,1.679051638,1.604957461,1.378656507
AUT,2006,29.6,1.904876947,1.826991677,1.644411087,1.372684956
AUT,2007,30.6,2.003345251,1.862879634,1.691163898,1.369262457
AUT,2008,30.4,1.828758121,1.771052599,1.60645175,1.35846436
AUT,2009,31.5,1.6940341,1.662537932,1.450018525,1.392844677
AUT,2010,30.3,1.596122026,1.812320471,1.450515866,1.430290699
AUT,2011,30.8,1.47028935,1.602670074,1.376976848,1.402443647
AUT,2012,30.5,1.427254438,1.559877157,1.517164707,1.448773026
AUT,2013,30.8,1.537240982,1.571748018,1.482213736,1.456567407
AUT,2014,30.5,1.466749072,1.553547144,1.482170105,1.391349435
AUT,2015,30.5,1.508799553,1.477876067,1.398648381,1.383552909
AUT,2016,30.8,1.534534812,1.504635811,1.437176466,1.337476611
AUT,2017,29.7,1.537821054,1.499537706,1.435420275,1.385915518
AUT,2018,30.8,1.601476908,1.48801589,1.530134678,1.387732625
AUT,2019,30.2,1.554295182,1.521145463,1.4575665,1.338748932
AUT,2020,29.8,1.506872177,1.645901203,1.405209184,1.398653507
AUT,2021,,1.271236777,1.570008159,1.348706007,1.398566604
AUT,2022,,,,,
AZE,1990,,,,,
AZE,1991,,,,,
AZE,1992,,,,,
AZE,1993,,,,,
AZE,1994,,,,,
AZE,1995,34.7,,,,
AZE,1996,,-1.445619464,-0.916389585,-1.196308613,-1.121030688
AZE,1997,,,,,
AZE,1998,,-1.289568424,-0.933607459,-1.046715021,-1.022841215
AZE,1999,,,,,
AZE,2000,,-1.292382717,-0.951395214,-0.859866619,-0.90622896
AZE,2001,36.5,,,,
AZE,2002,25.3,-1.195501924,-0.985208631,-0.731832385,-0.981288135
AZE,2003,26.8,-1.046231985,-0.929972351,-0.601958394,-1.044704556
AZE,2004,26.6,-1.18083179,-0.930401146,-0.621019125,-1.056702495
AZE,2005,26.6,-1.052521467,-0.738662243,-0.580545425,-1.124163508
AZE,2006,,-1.095912457,-0.667855263,-0.52337569,-1.279161215
AZE,2007,,-1.129073739,-0.800852239,-0.466508985,-1.233396649
AZE,2008,,-1.156654239,-0.784415364,-0.367752314,-1.325132012
AZE,2009,,-1.194081903,-0.661590874,-0.316738784,-1.259766698
AZE,2010,,-1.245373249,-0.811674297,-0.392555356,-1.30459702
AZE,2011,,-1.195314765,-0.770396113,-0.386364639,-1.301847577
AZE,2012,,-1.142694116,-0.78799051,-0.488716811,-1.29948163
AZE,2013,,-0.970375061,-0.444532543,-0.425340503,-1.402769327
AZE,2014,,-1.022490263,-0.305417299,-0.268493652,-1.479175925
AZE,2015,,-0.930738151,-0.218868449,-0.353247523,-1.552383304
AZE,2016,,-0.831865549,-0.11617627,-0.386264741,-1.56097424
AZE,2017,,-0.885625541,-0.129922405,-0.357856959,-1.563634515
AZE,2018,,-0.831989169,-0.104204588,-0.302665323,-1.511327386
AZE,2019,,-0.829964042,-8.65E-02,-0.214039907,-1.529441476
AZE,2020,,-1.057083011,-0.116941825,-0.323556036,-1.54236412
AZE,2021,,-0.827584863,0.247684523,-5.96E-02,-1.530497551
AZE,2022,,,,,
BHS,1990,,,,,
BHS,1991,,,,,
BHS,1992,,,,,
BHS,1993,,,,,
BHS,1994,,,,,
BHS,1995,,,,,
BHS,1996,,1.156810164,1.373242021,0.967723608,1.10283947
BHS,1997,,,,,
BHS,1998,,1.295374155,1.264248252,1.012163877,1.157476664
BHS,1999,,,,,
BHS,2000,,1.302323818,1.234283805,1.143104911,1.202225447
BHS,2001,,,,,
BHS,2002,,1.415555596,1.255075932,1.297623158,1.18893683
BHS,2003,,1.407789588,1.22162807,1.153908849,1.032271743
BHS,2004,,1.411035895,1.201344371,1.124398232,0.984539509
BHS,2005,,1.32878685,1.205256701,1.104997158,0.942519128
BHS,2006,,1.34319973,1.163582921,1.050473452,1.020233631
BHS,2007,,1.328009129,1.102208495,1.028546214,1.098432422
BHS,2008,,1.330071688,1.140913248,1.052829504,1.121914268
BHS,2009,,1.360019565,1.004179716,0.801063418,1.007145405
BHS,2010,,1.348376751,1.070302606,0.54899472,0.988209546
BHS,2011,,1.346852183,0.97423178,0.523855805,0.960108459
BHS,2012,,1.316067934,0.982968807,0.390349686,0.934573889
BHS,2013,,1.334611177,0.867702425,0.18655315,0.924448729
BHS,2014,,1.308737755,0.725424528,0.169124857,1.047378421
BHS,2015,,1.13261497,0.709997714,0.162390649,0.951491833
BHS,2016,,1.102531791,0.715726614,0.253657579,0.852161884
BHS,2017,,1.169450283,0.573825657,0.119374871,0.849594116
BHS,2018,,1.126997828,0.533815801,0.178465888,0.764847279
BHS,2019,,1.133851767,0.481303781,-5.05E-02,0.90619415
BHS,2020,,1.134332895,0.44527626,1.18E-02,0.918854296
BHS,2021,,1.181445718,0.461800665,6.41E-02,0.913772166
BHS,2022,,,,,
BHR,1990,,,,,
BHR,1991,,,,,
BHR,1992,,,,,
BHR,1993,,,,,
BHR,1994,,,,,
BHR,1995,,,,,
BHR,1996,,0.328688681,0.77663964,0.790487111,-0.718783438
BHR,1997,,,,,
BHR,1998,,0.250788927,0.56640023,0.763205171,-1.065402746
BHR,1999,,,,,
BHR,2000,,0.360480934,0.551933765,0.748302877,-1.056879878
BHR,2001,,,,,
BHR,2002,,0.791833282,0.507285357,0.867863119,-0.571163654
BHR,2003,,0.37417081,0.426035732,0.621469796,-0.590705574
BHR,2004,,0.436752141,0.527056634,0.702606559,-0.561549425
BHR,2005,,0.383150041,0.391059279,0.659460783,-0.743174851
BHR,2006,,0.188148677,0.386875808,0.682441473,-0.903966546
BHR,2007,,0.175549507,0.402686685,0.76476717,-0.856526554
BHR,2008,,0.181815282,0.379488409,0.711206675,-0.868917525
BHR,2009,,0.180615962,0.476081342,0.692689776,-0.790999949
BHR,2010,,0.179316193,0.4516038,0.712015808,-0.965909421
BHR,2011,,0.209991172,0.514924407,0.716491401,-1.217316866
BHR,2012,,0.36653021,0.544541776,0.684159577,-1.318024635
BHR,2013,,0.42616269,0.584795833,0.602282524,-1.317464471
BHR,2014,,0.273521841,0.561928749,0.704518795,-1.311059237
BHR,2015,,0.134317711,0.557333231,0.815443456,-1.313060999
BHR,2016,,-2.19E-02,0.325291306,0.604506552,-1.372028351
BHR,2017,,-0.145698264,0.191406816,0.412573814,-1.387256622
BHR,2018,,-0.151664436,0.175440326,0.414948463,-1.421438694
BHR,2019,,-1.41E-02,0.2943528,0.483154505,-1.429232478
BHR,2020,,-6.97E-02,0.421904832,0.626398087,-1.453997374
BHR,2021,,0.168159813,0.717128277,0.849090099,-1.501595616
BHR,2022,,,,,
BGD,1990,,,,,
BGD,1991,27.6,,,,
BGD,1992,,,,,
BGD,1993,,,,,
BGD,1994,,,,,
BGD,1995,32.9,,,,
BGD,1996,,-0.969682217,-0.687850118,-0.929817796,-5.84E-02
BGD,1997,,,,,
BGD,1998,,-0.773010969,-0.490328997,-1.049343109,-8.56E-02
BGD,1999,,,,,
BGD,2000,33.4,-1.212082624,-0.607652247,-0.941208124,-0.227924496
BGD,2001,,,,,
BGD,2002,,-1.449086785,-0.726736128,-1.055441499,-0.432220519
BGD,2003,,-1.54172051,-0.841530383,-1.044749141,-0.551806808
BGD,2004,,-1.597114921,-0.937496603,-1.175912261,-0.672145784
BGD,2005,33.2,-1.406466603,-0.917243719,-1.081751704,-0.569969237
BGD,2006,,-1.442982793,-0.836658835,-1.005542517,-0.451236516
BGD,2007,,-1.063239932,-0.706297338,-0.953167856,-0.573499918
