iso3,year,rural,rural_growth,urban,urban_growth,air_pollution,ag_land
AFG,1990,78.823,8.96E-02,21.177,0.623574329,49.28239771,58.32298422
AFG,1991,78.734,0.356908546,21.266,0.889255391,..,58.30765221
AFG,1992,78.645,11.40941718,21.355,11.940176,..,58.30765221
AFG,1993,78.556,14.85122864,21.444,15.38033614,..,58.16046487
AFG,1994,78.466,9.749627521,21.534,10.28308499,..,57.97494749
AFG,1995,78.376,5.931764954,21.624,6.463627944,48.5648929,57.89828741
AFG,1996,78.286,3.988128929,21.714,4.518348289,..,57.88908821
AFG,1997,78.195,3.794296747,21.805,4.328815439,..,57.94734986
AFG,1998,78.105,3.767769307,21.895,4.294823852,..,58.05927357
AFG,1999,78.014,3.961296941,21.986,4.492655212,..,57.89982062
AFG,2000,77.922,1.325806085,22.078,1.8613773,51.55453373,57.94581666
AFG,2001,77.831,0.625666868,22.169,1.153838615,..,57.94734986
AFG,2002,77.739,6.331047782,22.261,6.863452978,..,57.93968385
AFG,2003,77.647,7.422603719,22.353,7.953447688,..,58.08380479
AFG,2004,77.5,3.743680311,22.5,4.588653258,..,58.15126566
AFG,2005,77.297,3.314227377,22.703,4.47468959,46.15192895,58.13440044
AFG,2006,77.093,3.875414618,22.907,5.034216003,..,58.12366803
AFG,2007,76.887,1.525627223,23.113,2.688468426,..,58.12980084
AFG,2008,76.68,1.732743176,23.32,2.8939489,..,58.13286724
AFG,2009,76.472,3.289663734,23.528,4.449268736,..,58.13286724
AFG,2010,76.263,2.621229215,23.737,3.779279064,51.82178913,58.13440044
AFG,2011,76.052,3.412449184,23.948,4.574493314,56.24722763,58.13133404
AFG,2012,75.84,3.798482719,24.16,4.958980984,54.70023262,58.12980084
AFG,2013,75.627,3.185536778,24.373,4.344553352,58.79165857,58.12366803
AFG,2014,75.413,3.374205965,24.587,4.531768503,61.86532919,58.12366803
AFG,2015,75.197,2.834510708,24.803,3.996007967,60.59701482,58.12366803
AFG,2016,74.98,2.292555436,25.02,3.452642906,57.20370424,58.12366803
AFG,2017,74.75,2.559272446,25.25,3.781556617,53.35536322,58.12366803
AFG,2018,74.505,2.556908766,25.495,3.850832833,52.80462038,58.27698818
AFG,2019,74.246,2.56029651,25.754,3.919286985,52.41704109,58.27698818
AFG,2020,73.974,2.767723855,26.026,4.185357062,..,58.74154823
AFG,2021,73.686,2.461274744,26.314,3.951857289,..,58.74154823
AFG,2022,73.384,2.123806465,26.616,3.675647413,..,..
ALB,1990,63.572,1.375264651,36.428,2.543042545,24.9474816,40.91240876
ALB,1991,63.3,-1.031569348,36.7,0.141060582,..,41.13138686
ALB,1992,62.751,-1.477534579,37.249,0.87843043,..,41.13138686
ALB,1993,62.201,-1.490477174,37.799,0.85553496,..,41.09489051
ALB,1994,61.646,-1.510146215,38.354,0.84372567,..,41.09489051
ALB,1995,61.089,-1.525393407,38.911,0.82417126,24.12933961,41.13138686
ALB,1996,60.527,-1.545737004,39.473,0.812476342,..,41.27737226
ALB,1997,59.965,-1.558245659,40.035,0.788237295,..,41.42335766
ALB,1998,59.399,-1.577691905,40.601,0.774515179,..,41.56934307
ALB,1999,58.831,-1.594233873,41.169,0.755983737,..,41.78832117
ALB,2000,58.259,-1.614394032,41.741,0.742478629,24.30286936,41.75182482
ALB,2001,57.565,-2.136817959,42.435,0.710442618,..,41.56934307
ALB,2002,56.499,-2.169088757,43.501,2.181208904,..,41.60583942
ALB,2003,55.427,-2.289748621,44.573,2.060274182,..,40.91240876
ALB,2004,54.349,-2.382000972,45.651,1.971798937,..,40.94890511
ALB,2005,53.269,-2.518952622,46.731,1.826429357,22.16948971,39.30656934
ALB,2006,52.185,-2.686833451,47.815,1.662227897,..,40.87591241
ALB,2007,51.098,-2.860733909,48.902,1.49221507,..,40.83941606
ALB,2008,50.009,-2.921578419,49.991,1.435124211,..,43.10218978
ALB,2009,48.924,-2.867395703,51.076,1.473287913,..,43.84306569
ALB,2010,47.837,-2.743291493,52.163,1.609373264,21.63144957,43.84306569
ALB,2011,46.753,-2.561111693,53.247,1.787783785,23.414815,43.83211679
ALB,2012,45.67,-2.508854494,54.33,1.848378936,21.55597679,43.84306569
ALB,2013,44.613,-2.524864649,55.387,1.74363937,20.05028087,43.33211679
ALB,2014,43.577,-2.556585404,56.423,1.646115996,19.94217042,42.85729927
ALB,2015,42.566,-2.638588443,57.434,1.484764333,19.54397528,42.85766423
ALB,2016,41.579,-2.505938185,58.421,1.54401448,17.81730527,43.12773723
ALB,2017,40.617,-2.432825322,59.383,1.541284964,19.01906113,42.8569708
ALB,2018,39.681,-2.578121102,60.319,1.317162104,18.82011853,42.84967153
ALB,2019,38.771,-2.746066612,61.229,1.071413549,18.63878032,42.84671533
ALB,2020,37.888,-2.878003312,62.112,0.857610923,..,42.53850365
ALB,2021,37.031,-3.214804211,62.969,0.44340448,..,41.47189781
ALB,2022,36.201,-3.556688564,63.799,1.97E-02,..,..
DZA,1990,47.915,0.86491495,52.085,4.016594614,30.06889972,16.23854829
DZA,1991,47.129,0.73064488,52.871,3.88245075,..,16.21587579
DZA,1992,46.343,0.641925394,53.657,3.799446791,..,16.31790204
DZA,1993,45.561,0.538553515,54.439,3.687255638,..,16.31664245
DZA,1994,44.781,0.38093414,55.219,3.530373614,..,16.6432944
DZA,1995,44.003,0.165428401,55.997,3.317148645,32.11741075,16.64707315
DZA,1996,43.226,-1.82E-02,56.774,3.141354438,..,16.64161495
DZA,1997,42.456,-0.116230971,57.544,3.028298532,..,16.66428745
DZA,1998,41.687,-0.317323381,58.313,2.838094931,..,16.72138856
DZA,1999,40.882,-0.551511395,59.118,2.769464534,..,16.68150176
DZA,2000,40.081,-0.576456855,59.919,2.748112305,35.37684627,16.80326148
DZA,2001,39.288,-0.622398145,60.712,2.690703779,..,16.84020926
DZA,2002,38.499,-0.679816979,61.501,2.640071821,..,16.73356454
DZA,2003,37.716,-0.700547991,62.284,2.61935316,..,16.7548515
DZA,2004,36.939,-0.674375308,63.061,2.647066229,..,17.27518537
DZA,2005,36.17,-0.739705161,63.83,2.576161539,34.00185152,17.3028962
DZA,2006,35.407,-0.690913238,64.593,2.629411988,..,17.29030037
DZA,2007,34.652,-0.527500611,65.348,2.789987447,..,17.32011051
DZA,2008,33.903,-0.476222486,66.097,2.848624388,..,17.34404259
DZA,2009,33.174,-0.377807621,66.826,2.892792882,..,17.37385273
DZA,2010,32.46,-0.317085021,67.54,2.921480596,31.94215239,17.37133356
DZA,2011,31.764,-0.269105499,68.236,2.92362164,31.47118632,17.37721162
DZA,2012,31.085,-0.217713341,68.915,2.933258344,32.49110136,17.38149
DZA,2013,30.424,-0.182649747,69.576,2.921299417,30.3495654,17.39553226
DZA,2014,29.779,-0.163783327,70.221,2.901821798,31.87523927,17.39526565
DZA,2015,29.152,-0.128045042,70.848,2.888877932,33.44000481,17.40592281
DZA,2016,28.541,-0.124752261,71.459,2.852142557,32.79009631,17.36553219
DZA,2017,27.948,-0.142598336,72.052,2.783424625,32.55274407,17.35501081
DZA,2018,27.371,-0.182834594,72.629,2.700947183,32.66295035,17.35656799
DZA,2019,26.811,-0.227737006,73.189,2.607529824,32.83308539,17.34700415
DZA,2020,26.267,-0.317427607,73.733,2.472988752,..,17.34700415
DZA,2021,25.739,-0.372904438,74.261,2.371249675,..,17.34700415
DZA,2022,25.228,-0.376939621,74.772,2.314093577,..,..
ASM,1990,19.052,-0.284994164,80.948,4.10286915,6.724221144,9.65
ASM,1991,18.114,-2.624705832,81.886,3.577881438,..,9.82
ASM,1992,17.211,-2.915658429,82.789,3.287987568,..,9.99
ASM,1993,16.346,-2.991273423,83.654,3.204337377,..,10.16
ASM,1994,15.515,-3.071188759,84.485,3.143329433,..,10.33
ASM,1995,14.72,-3.143062204,85.28,3.040940545,6.677788857,10.5
ASM,1996,13.957,-3.28449488,86.043,2.927734995,..,10.67
ASM,1997,13.229,-3.409649096,86.771,2.802988413,..,10.84
ASM,1998,12.533,-3.57230287,87.467,2.625617652,..,11.01
ASM,1999,11.869,-3.70465911,88.131,2.491476974,..,11.18
ASM,2000,11.413,-2.818759532,88.587,1.614230592,5.899967661,11.35
ASM,2001,11.509,1.003077502,88.491,5.23E-02,..,11.5
ASM,2002,11.606,0.579281234,88.394,-0.361039252,..,11.65
ASM,2003,11.703,0.428582641,88.297,-0.516645883,..,11.8
ASM,2004,11.802,0.294507649,88.198,-0.65696172,..,11.95
ASM,2005,11.9,0.17628916,88.1,-0.758402308,6.073849362,12.1
ASM,2006,12,0.102692006,88,-0.844138879,..,12.25
ASM,2007,12.1,2.93E-02,87.9,-0.915871352,..,12.4
ASM,2008,12.201,-4.40E-02,87.799,-0.991562675,..,12.55
ASM,2009,12.303,-0.102707074,87.697,-1.061202674,..,12.7
ASM,2010,12.406,-0.10281267,87.594,-1.055932294,5.822674196,12.85
ASM,2011,12.498,-0.250128873,87.502,-1.092449598,5.495040024,13
ASM,2012,12.58,-0.502142541,87.42,-1.238648471,5.582985487,13.15
ASM,2013,12.652,-0.728140523,87.348,-1.388032196,5.575990242,13.3
ASM,2014,12.712,-1.004280344,87.288,-1.547887091,5.977969295,13.45
ASM,2015,12.762,-1.243005242,87.238,-1.697112343,6.029516789,13.6
ASM,2016,12.802,-1.506098855,87.198,-1.851362534,6.543290084,13.75
ASM,2017,12.83,-1.749497918,87.17,-2.004498446,6.339296397,13.9
ASM,2018,12.847,-1.989402763,87.153,-2.142604233,6.35907699,14.05
ASM,2019,12.853,-2.259707628,87.147,-2.310689801,6.300155035,14.2
ASM,2020,12.847,-2.463506739,87.153,-2.41501908,..,14.35
ASM,2021,12.831,-2.664091982,87.169,-2.510444748,..,14.5
ASM,2022,12.804,-1.90448667,87.196,-1.677387423,..,..
AND,1990,5.288,6.753158277,94.712,3.499911002,14.26030327,48.93617021
AND,1991,5.47,6.788624693,94.53,3.230904074,..,48.93617021
AND,1992,5.676,6.974017354,94.324,3.063170511,..,48.93617021
AND,1993,5.889,6.921841767,94.111,2.99008639,..,48.93617021
AND,1994,6.11,6.795904221,93.89,2.896290249,..,48.93617021
AND,1995,6.339,6.740047173,93.661,2.806278073,12.89488469,48.93617021
AND,1996,6.575,5.582050913,93.425,1.665751744,..,48.93617021
AND,1997,6.82,4.474033907,93.18,0.569053116,..,48.93617021
AND,1998,7.073,4.43433321,92.927,0.503120734,..,48.93617021
AND,1999,7.334,4.329129203,92.666,0.436520069,..,48.93617021
AND,2000,7.605,4.308733946,92.395,0.377327984,13.6184311,48.93617021
AND,2001,7.944,6.935087384,92.056,2.205721721,..,48.40425532
AND,2002,8.359,9.449997113,91.641,3.918559741,..,48.61702128
AND,2003,8.793,9.297408923,91.207,3.750014339,..,48.63829787
AND,2004,9.249,9.069745089,90.751,3.511382789,..,48.53191489
AND,2005,9.715,8.599202682,90.285,3.177421112,12.17828755,46.38297872
AND,2006,10.193,5.298753855,89.807,-3.75E-02,..,46.34042553
AND,2007,10.692,2.189382885,89.308,-3.149977749,..,44.19148936
AND,2008,10.996,5.98E-02,89.004,-3.080926144,..,44.17021277
AND,2009,11.088,-2.102542411,88.912,-3.04324036,..,44.19148936
AND,2010,11.181,-2.372531894,88.819,-3.314929836,11.25750375,42.06382979
AND,2011,11.274,-0.514011036,88.726,-1.444532107,12.31364419,42.06382979
AND,2012,11.369,1.459879942,88.631,0.524091012,11.21333853,39.91489362
AND,2013,11.463,1.328923212,88.537,0.390086599,10.22088866,40.0212766
AND,2014,11.559,1.190779563,88.441,0.246585861,9.589170072,40
AND,2015,11.655,0.997544478,88.345,6.63E-02,10.34568624,40.0212766
AND,2016,11.752,1.930539024,88.248,0.990596724,8.943875425,40.04255319
AND,2017,11.85,2.60506772,88.15,1.660740559,9.137722902,40.04255319
AND,2018,11.938,2.315833514,88.062,1.48083075,9.181820028,40.07234043
AND,2019,12.016,2.405235101,87.984,1.669357528,9.066401367,40.00021277
AND,2020,12.084,2.327440475,87.916,1.68440885,..,39.95170213
AND,2021,12.142,2.18075537,87.858,1.636346031,..,39.90680851
AND,2022,12.189,1.386755122,87.811,0.940293027,..,..
AGO,1990,62.856,1.122046849,37.144,7.22349673,28.66082231,35.6589396
AGO,1991,61.42,1.015044908,38.58,7.119319908,..,35.68059678
AGO,1992,59.961,0.844740079,40.039,6.960837482,..,35.70305607
AGO,1993,58.489,0.675978915,41.511,6.771998639,..,35.70225395
AGO,1994,57,0.61968998,43,6.722597969,..,35.70225395
AGO,1995,55.831,1.217472165,44.169,5.971988064,27.29682483,35.6862116
AGO,1996,54.654,1.199444188,45.346,5.960013044,..,35.65172054
AGO,1997,53.475,1.154336098,46.525,5.901940058,..,35.6541269
AGO,1998,52.29,1.038158829,47.71,5.794187303,..,35.7046603
AGO,1999,51.103,0.930256897,48.897,5.683946642,..,35.74797465
AGO,2000,49.913,0.88794687,50.087,5.648669553,28.13389466,35.71268148
AGO,2001,48.726,0.878350985,51.274,5.627442316,..,35.62605278
AGO,2002,47.539,0.868889745,52.461,5.623762279,..,35.64450148
AGO,2003,46.355,0.891201637,53.645,5.645138173,..,35.69343066
AGO,2004,45.173,0.923422382,54.827,5.685844963,..,35.54183043
AGO,2005,44,0.92667002,56,5.674547482,28.31636067,35.4399615
AGO,2006,43.236,1.840393911,56.764,4.947079621,..,35.40306409
AGO,2007,42.476,1.86616167,57.524,4.969582617,..,35.48969279
AGO,2008,41.718,1.870259779,58.282,4.980011828,..,35.44958691
AGO,2009,40.966,1.874463434,59.034,4.975504409,..,35.79850806
AGO,2010,40.217,1.889525487,59.783,4.995580748,28.62971853,35.97497393
AGO,2011,39.472,1.888973109,60.528,4.9972692,28.8143365,36.34876073
AGO,2012,38.732,1.866160149,61.268,4.97386378,29.11115709,36.3383332
AGO,2013,37.998,1.822269381,62.002,4.926418529,29.20983831,36.48672495
AGO,2014,37.269,1.747263494,62.731,4.85333966,28.23624771,36.63591883
AGO,2015,36.554,1.680549129,63.446,4.75101947,29.1040242,36.72816235
AGO,2016,35.851,1.644296557,64.149,4.688145399,29.17977414,36.75623646
AGO,2017,35.161,1.607594751,64.839,4.62086229,28.0424247,36.71452635
AGO,2018,34.486,1.526050949,65.514,4.500115171,28.50920176,36.7305687
AGO,2019,33.823,1.454033348,66.177,4.402191144,28.4208104,36.7987487
AGO,2020,33.175,1.333900536,66.825,4.242778261,..,36.81078046
AGO,2021,32.54,1.233383566,67.46,4.111785847,..,36.81479105
AGO,2022,31.919,1.169889508,68.081,4.013085739,..,..
ATG,1990,64.574,-0.611920922,35.426,-0.2537451,18.11745994,20.45454545
ATG,1991,64.535,0.422162928,35.465,0.591073427,..,20.45454545
ATG,1992,64.915,2.184602589,35.085,0.521502044,..,20.45454545
ATG,1993,65.291,2.380139901,34.709,0.72031232,..,20.45454545
ATG,1994,65.666,2.4338476,34.334,0.780317393,..,20.45454545
ATG,1995,66.039,2.524458141,33.961,0.864720681,18.1303641,20.45454545
ATG,1996,66.41,2.5875004,33.59,0.925575447,..,20.45454545
ATG,1997,66.779,2.568503069,33.221,0.908633969,..,20.45454545
ATG,1998,67.145,2.4282768,32.855,0.778902113,..,20.45454545
ATG,1999,67.51,2.250386652,32.49,0.5854328,..,20.45454545
ATG,2000,67.873,2.193005061,32.127,0.536417279,18.17867165,20.45454545
ATG,2001,68.26,2.101741991,31.74,0.322954901,..,20.45454545
ATG,2002,68.902,2.214645748,31.098,-0.767686406,..,20.45454545
ATG,2003,69.536,2.048843987,30.464,-0.924866922,..,20.45454545
ATG,2004,70.163,2.000486126,29.837,-0.975947246,..,20.45454545
ATG,2005,70.782,2.047962927,29.218,-0.929842485,16.5773788,20.45454545
ATG,2006,71.394,2.136807263,28.606,-0.839129652,..,20.45454545
ATG,2007,71.998,2.219193157,28.002,-0.759107469,..,20.45454545
ATG,2008,72.595,2.320041123,27.405,-0.659664697,..,20.45454545
ATG,2009,73.182,2.335347343,26.818,-0.637574986,..,20.45454545
ATG,2010,73.762,2.152408918,26.238,-0.81940443,16.89122391,20.45454545
ATG,2011,74.297,1.922548581,25.703,-0.862055052,16.08669375,20.45454545
ATG,2012,74.474,1.321214616,25.526,0.393983318,16.78599453,20.45454545
ATG,2013,74.65,1.170868375,25.35,0.240996234,16.94753609,20.45454545
ATG,2014,74.825,1.066002235,25.175,0.13808773,16.48732491,20.45454545
ATG,2015,75,1.020667894,25,8.90E-02,18.14588457,20.45454545
ATG,2016,75.154,0.8943521,24.846,7.56E-02,17.6733477,20.45454545
ATG,2017,75.287,0.788805741,24.713,7.11E-02,17.18390999,20.45454545
ATG,2018,75.401,0.705946805,24.599,9.32E-02,17.5653142,20.45454545
ATG,2019,75.494,0.657868635,24.506,0.155165948,17.59200058,20.45454545
ATG,2020,75.567,0.687849322,24.433,0.296362044,..,20.45454545
ATG,2021,75.62,0.667546869,24.38,0.379122302,..,20.45454545
ATG,2022,75.654,0.626473656,24.346,0.443420768,..,..
ARG,1990,13.016,-1.354077224,86.984,1.8838311,15.62276872,46.61287906
ARG,1991,12.672,-1.254386936,87.328,1.8187577,..,46.64759253
ARG,1992,12.458,-0.315742024,87.542,1.632186829,..,46.682306
ARG,1993,12.248,-0.342076887,87.752,1.597564758,..,46.71701947
ARG,1994,12.04,-0.3657895,87.96,1.583773749,..,46.75282915
ARG,1995,11.836,-0.391306164,88.164,1.54920796,15.5412485,46.78827343
ARG,1996,11.634,-0.460997591,88.366,1.489269537,..,46.8237177
ARG,1997,11.436,-0.518294348,88.564,1.422082095,..,46.85770036
ARG,1998,11.241,-0.56166918,88.759,1.378115353,..,46.89241383
ARG,1999,11.048,-0.579781,88.952,1.369248714,..,46.92237703
ARG,2000,10.858,-0.601445456,89.142,1.346646898,14.16360006,46.95818671
ARG,2001,10.671,-0.638083047,89.329,1.308731698,..,46.99326559
ARG,2002,10.49,-0.637198372,89.51,1.275955188,..,47.0312677
ARG,2003,10.314,-0.659646637,89.686,1.228792108,..,47.17498146
ARG,2004,10.14,-0.68608506,89.86,1.209159175,..,47.31869521
ARG,2005,9.969,-0.667304254,90.031,1.223592348,13.29202423,47.47373652
ARG,2006,9.8,-0.675121506,90.2,1.222209318,..,47.55339479
ARG,2007,9.634,-0.702067992,90.366,1.190161258,..,47.49109325
ARG,2008,9.47,-0.724676159,90.53,1.173614884,..,46.42356277
ARG,2009,9.309,-0.700442043,90.691,1.191967816,..,45.43020949
ARG,2010,9.151,-1.456277026,90.849,0.429649599,13.7363052,46.13891234
ARG,2011,9.01,-0.3997476,90.99,1.308141316,14.18995612,45.79196036
ARG,2012,8.879,-0.32770453,91.121,1.280773703,13.35883878,45.58130442
ARG,2013,8.751,-0.332978803,91.249,1.25948243,14.70187086,44.92193124
ARG,2014,8.623,-0.374035542,91.377,1.239638679,13.77937715,44.28302073
ARG,2015,8.497,-0.393992379,91.503,1.215797063,14.58721171,44.11877122
ARG,2016,8.373,-0.412892629,91.627,1.192602919,14.11129971,43.4794953
ARG,2017,8.251,-0.430673051,91.749,1.170195959,13.61076539,42.98638136
ARG,2018,8.13,-0.46153037,91.87,1.147602159,13.63250289,42.37153631
ARG,2019,8.009,-0.506115919,91.991,1.125019726,13.51118918,42.59077926
ARG,2020,7.889,-0.53958153,92.111,1.100415053,..,43.02926517
ARG,2021,7.771,-0.55955889,92.229,1.075515039,..,43.10234616
ARG,2022,7.653,-0.604271965,92.347,1.053695664,..,..
ARM,1990,32.579,3.923075907,67.421,2.695764679,32.12429552,..
ARM,1991,32.85,2.531539145,67.15,1.30038689,..,..
ARM,1992,33.122,-0.373300225,66.878,-1.603742387,..,41.09589041
ARM,1993,33.394,-2.516007135,66.606,-3.741397338,..,41.48226203
ARM,1994,33.668,-1.63162252,66.332,-2.861061195,..,42.14963119
ARM,1995,33.943,-0.707689525,66.057,-1.936587501,31.47305054,43.69511767
ARM,1996,34.219,8.84E-02,65.781,-1.140086823,..,45.87284861
ARM,1997,34.496,-3.03E-02,65.504,-1.258456871,..,46.78609062
ARM,1998,34.774,-0.14534158,65.226,-1.373374112,..,46.64559185
ARM,1999,35.053,-0.271829247,64.947,-1.499634505,..,46.46996839
ARM,2000,35.334,-0.378358783,64.666,-1.610374905,31.07417312,46.46996839
ARM,2001,35.615,-0.331122131,64.385,-1.558676244,..,46.64559185
ARM,2002,35.764,-0.483303207,64.236,-1.132465702,..,48.85844749
ARM,2003,35.863,-0.399993856,64.137,-0.830795278,..,50.7200562
ARM,2004,35.962,-0.321386885,64.038,-0.751432255,..,52.86266245
ARM,2005,36.062,-0.327518996,63.938,-0.761535436,31.92346789,56.37513172
ARM,2006,36.161,-0.409428167,63.839,-0.838572638,..,61.69301019
ARM,2007,36.261,-0.456537952,63.739,-0.889415093,..,61.53494907
ARM,2008,36.36,-0.427837162,63.64,-0.855937609,..,61.42606252
ARM,2009,36.46,-0.368497347,63.54,-0.800339953,..,61.33825079
ARM,2010,36.56,-0.335226341,63.44,-0.766716914,35.39548583,60.94134176
ARM,2011,36.66,-0.316328844,63.34,-0.747249768,39.93109313,59.6452406
ARM,2012,36.76,-0.225816653,63.24,-0.656142903,40.53562091,59.11485774
ARM,2013,36.836,-0.241765086,63.164,-0.568544597,38.4153887,59.11485774
ARM,2014,36.888,-0.254544962,63.112,-0.477941161,38.00214063,59.03407095
ARM,2015,36.915,-0.319824388,63.085,-0.43578728,37.38765045,58.89357218
ARM,2016,36.918,-0.436095044,63.082,-0.449033645,34.24036582,58.89708465
ARM,2017,36.897,-0.543530334,63.103,-0.453337251,34.90719855,58.87249737
ARM,2018,36.851,-0.664961112,63.149,-0.467403785,34.03041055,58.914647
ARM,2019,36.781,-0.754200198,63.219,-0.453278,33.65637939,58.90410959
ARM,2020,36.687,-0.788976479,63.313,-0.384383434,..,58.8689849
ARM,2021,36.569,-0.845109531,63.431,-0.336768059,..,58.82753776
ARM,2022,36.427,-0.766181006,63.573,-0.153477829,..,..
ABW,1990,49.681,1.742721154,50.319,1.683479832,..,11.11111111
ABW,1991,49.696,3.254671652,50.304,3.190556921,..,11.11111111
ABW,1992,50.002,3.984660349,49.998,2.764753684,..,11.11111111
ABW,1993,50.412,3.859368241,49.588,2.217710681,..,11.11111111
ABW,1994,50.823,4.00870351,49.177,2.363030279,..,11.11111111
ABW,1995,51.233,3.88711859,48.767,2.247285585,..,11.11111111
ABW,1996,51.644,3.824591169,48.356,2.17966459,..,11.11111111
ABW,1997,52.054,3.817549568,47.946,2.176490597,..,11.11111111
ABW,1998,52.464,3.790198797,47.536,2.145090883,..,11.11111111
ABW,1999,52.873,3.710577036,47.127,2.070733072,..,11.11111111
ABW,2000,53.283,3.312759436,46.717,1.664222124,..,11.11111111
ABW,2001,53.661,2.475631412,46.339,0.956373099,..,11.11111111
ABW,2002,54.028,1.874806829,45.972,0.401335154,..,11.11111111
ABW,2003,54.394,1.673854961,45.606,0.196517211,..,11.11111111
ABW,2004,54.76,1.572139772,45.24,9.46E-02,..,11.11111111
ABW,2005,55.125,1.666914994,44.875,0.193588049,..,11.11111111
ABW,2006,55.489,1.839591516,44.511,0.367257987,..,11.11111111
ABW,2007,55.853,1.880382921,44.147,0.408048969,..,11.11111111
ABW,2008,56.217,1.891066725,43.783,0.413382967,..,11.11111111
ABW,2009,56.579,1.87556634,43.421,0.40239631,..,11.11111111
ABW,2010,56.941,1.769301372,43.059,0.29437351,..,11.11111111
ABW,2011,57.06,1.148537815,42.94,0.662063111,..,11.11111111
ABW,2012,57.043,0.780749035,42.957,0.84939325,..,11.11111111
ABW,2013,57.01,0.691191802,42.99,0.826413458,..,11.11111111
ABW,2014,56.959,0.601745854,43.041,0.810669185,..,11.11111111
ABW,2015,56.892,0.520623218,43.108,0.793025568,..,11.11111111
ABW,2016,56.808,0.442422772,43.192,0.784578493,..,11.11111111
ABW,2017,56.707,0.358555441,43.293,0.771898934,..,11.11111111
ABW,2018,56.589,0.287255738,43.411,0.765986265,..,11.11111111
ABW,2019,56.454,0.213237457,43.546,0.762320963,..,11.11111111
ABW,2020,56.303,-0.133220116,43.697,0.479957876,..,11.11111111
ABW,2021,56.134,-0.347205183,43.866,0.342950565,..,11.11111111
ABW,2022,55.948,-0.417236293,44.052,0.335380822,..,..
AUS,1990,14.567,1.686182206,85.433,1.444941615,7.593652633,60.45546256
AUS,1991,14.597,1.480373335,85.403,1.239497244,..,60.24003228
AUS,1992,14.715,1.924717095,85.285,0.981336449,..,60.65943793
AUS,1993,14.843,1.755661611,85.157,0.739338148,..,59.89052758
AUS,1994,14.972,1.828429416,85.028,0.811493536,..,61.06803952
AUS,1995,15.102,1.978251053,84.898,0.960730427,7.475606975,60.31891491
AUS,1996,15.233,2.077568194,84.767,1.059429602,..,60.55868685
AUS,1997,15.364,1.938315206,84.636,0.927383277,..,60.16856931
AUS,1998,15.497,1.858673504,84.503,0.83946685,..,60.3830884
AUS,1999,15.63,1.948559361,84.37,0.93645823,..,59.05692306
AUS,2000,15.765,2.004495212,84.235,0.984333804,7.356627454,59.28810382
AUS,2001,15.9,2.13662258,84.1,1.123578712,..,59.31817294
AUS,2002,15.778,0.367291657,84.222,1.282497609,..,58.1856996
AUS,2003,15.657,0.380360733,84.343,1.293754881,..,57.20942947
AUS,2004,15.537,0.299808313,84.463,1.211374539,..,51.40465746
AUS,2005,15.418,0.448435651,84.582,1.35808044,6.904730947,53.39937258
AUS,2006,15.3,0.581168148,84.7,1.488863154,..,53.27857543
AUS,2007,15.178,1.02439382,84.822,1.968934751,..,51.85367663
AUS,2008,15.057,1.20352835,84.943,2.14645819,..,50.67336605
AUS,2009,14.937,1.260659092,85.063,2.202006395,..,50.01848405
AUS,2010,14.818,0.755851597,85.182,1.695502161,6.785235613,48.99209872
AUS,2011,14.7,0.590016538,85.3,1.527957416,6.707494797,51.56281322
AUS,2012,14.598,1.049502902,85.402,1.865330137,6.995491287,50.38543145
AUS,2013,14.498,1.033771428,85.502,1.838175799,6.964302296,48.39371022
AUS,2014,14.398,0.799422657,85.602,1.608455102,6.880050681,48.73839866
AUS,2015,14.299,0.749250647,85.701,1.554800599,6.848476723,45.31442407
AUS,2016,14.2,0.867186153,85.8,1.677390128,6.815366192,44.53992579
AUS,2017,14.096,0.918303249,85.904,1.774528892,6.673638956,48.34061794
AUS,2018,13.988,0.733859077,86.012,1.628637215,6.738086439,46.65809501
AUS,2019,13.876,0.681314001,86.124,1.615335783,6.745497859,47.12377243
AUS,2020,13.759,0.388923756,86.241,1.371462726,..,46.25247984
AUS,2021,13.638,-0.755585899,86.362,0.267934456,..,47.2592375
AUS,2022,13.512,0.197729794,86.488,1.27168738,..,..
AUT,1990,37.04,1.496330736,62.96,0.332494358,21.28759264,36.64444983
AUT,1991,37.311,1.727370232,62.689,0.567072342,..,36.8019874
AUT,1992,37.583,1.826939991,62.417,0.665705624,..,36.51236064
AUT,1993,37.856,1.548368933,62.144,0.386303389,..,36.3427048
AUT,1994,38.13,1.106079299,61.87,-5.70E-02,..,36.28332525
AUT,1995,38.404,0.869134511,61.596,-0.290743622,20.10142092,36.12578769
AUT,1996,38.68,0.851121717,61.32,-0.314066228,..,36.03126515
AUT,1997,38.955,0.821743669,61.045,-0.336146843,..,35.92583616
AUT,1998,39.232,0.81830545,60.768,-0.345078398,..,35.86888027
AUT,1999,39.509,0.898124912,60.491,-0.262302086,..,35.81192438
AUT,2000,39.787,0.941656372,60.213,-0.220175992,17.30168358,35.63015027
AUT,2001,40.066,1.081575344,59.934,-8.16E-02,..,35.33809985
AUT,2002,40.345,1.185935427,59.655,2.54E-02,..,35.16965584
AUT,2003,40.625,1.178734238,59.375,1.67E-02,..,34.96400873
AUT,2004,40.906,1.309714736,59.094,0.14603312,..,34.74793989
AUT,2005,41.187,1.365873734,58.813,0.204609525,16.47804063,34.61948619
AUT,2006,41.468,1.174731549,58.532,1.59E-02,..,34.45588948
