iso3,year,health_gdp,beds,physicians,undernourishment,antiretroviral,hiv,malaria,tuberculosis
SAU,2018,5.53687382,..,2.6117,3.8,..,..,2.17E-02,9.7
SAU,2019,..,..,2.7528,3.9,..,..,1.32E-02,9.4
SAU,2020,..,..,2.7384,3.7,..,..,2.88E-02,7.8
SAU,2021,..,..,..,..,..,..,0,8.2
SAU,2022,..,..,..,..,..,..,..,..
SEN,1990,..,0.729600012,5.50E-02,..,..,0.23,..,..
SEN,1991,..,..,..,..,..,0.28,..,..
SEN,1992,..,..,6.80E-02,..,..,0.33,..,..
SEN,1993,..,..,..,..,..,0.39,..,..
SEN,1994,..,0.247500002,9.60E-02,..,..,0.46,..,..
SEN,1995,..,..,7.50E-02,..,..,0.51,..,..
SEN,1996,..,0.449999988,9.30E-02,..,..,0.57,..,..
SEN,1997,..,..,9.30E-02,..,..,0.62,..,..
SEN,1998,..,0.400000006,9.50E-02,..,..,0.66,..,..
SEN,1999,..,..,..,..,..,0.68,..,..
SEN,2000,3.55015397,..,..,..,0,0.68,275.8087225,155
SEN,2001,3.68148756,..,..,24.1,0,0.67,248.5518504,153
SEN,2002,3.95294404,..,..,22.9,0,0.64,220.8636719,150
SEN,2003,4.29703569,..,..,21.4,0,0.59,197.7165374,147
SEN,2004,4.56856203,..,5.49E-02,19.6,0,0.55,130.2434102,144
SEN,2005,3.67466521,..,..,18.1,0,0.49,124.1454277,141
SEN,2006,3.76337624,..,..,16.5,0,0.42,122.1890893,139
SEN,2007,3.41496587,0.1,..,13.6,16,0.36,100.3249864,138
SEN,2008,3.50687575,0.3,6.17E-02,11.9,19,0.26,52.95795166,136
SEN,2009,3.841573,..,..,11,22,0.22,33.26871957,134
SEN,2010,4.02764368,..,..,11.3,25,0.19,60.90396094,132
SEN,2011,4.21416712,..,..,11.5,27,0.16,48.62098746,130
SEN,2012,4.26688004,..,..,11.9,26,0.14,53.35768672,129
SEN,2013,4.38573599,..,0.3179,12,31,0.12,58.35836478,127
SEN,2014,4.38962269,..,..,11.8,38,0.1,38.13673972,125
SEN,2015,4.37789631,..,0.2074,10.7,44,0.1,70.41768281,123
SEN,2016,4.25606871,..,7.70E-02,9.5,51,0.1,46.37736355,122
SEN,2017,4.16359377,..,6.91E-02,8.5,57,0.1,53.15358245,120
SEN,2018,4.43182087,..,..,7.8,66,0.1,67.26581837,118
SEN,2019,4.49531031,..,8.81E-02,7.4,73,0.09,42.0117618,117
SEN,2020,5.15119171,..,..,7.5,76,0.09,50.83042713,115
SEN,2021,..,..,..,..,79,0.1,59.00216393,113
SEN,2022,..,..,..,..,..,..,..,..
SRB,1990,..,..,..,..,..,0.02,..,..
SRB,1991,..,..,..,..,..,0.02,..,..
SRB,1992,..,..,..,..,..,0.01,..,..
SRB,1993,..,..,..,..,..,0.01,..,..
SRB,1994,..,..,..,..,..,0.01,..,..
SRB,1995,..,..,..,..,..,0.01,..,..
SRB,1996,..,..,..,..,..,0.01,..,..
SRB,1997,..,..,..,..,..,0.01,..,..
SRB,1998,..,..,..,..,..,0.01,..,..
SRB,1999,..,..,..,..,..,0.01,..,..
SRB,2000,6.503829,..,..,..,0,0.01,..,..
SRB,2001,6.86536217,..,..,3.1,0,0.01,..,..
SRB,2002,8.06561947,..,..,3,0,0.01,..,..
SRB,2003,8.13506126,..,2.2114,2.7,39,0.01,..,..
SRB,2004,8.24590302,..,2.2693,2.5,48,0.01,..,..
SRB,2005,8.28380585,5.9,2.2609,2.5,56,0.01,..,40
SRB,2006,8.49390411,5.54,2.2858,2.5,54,0.01,..,40
SRB,2007,9.37648869,5.35,2.3447,2.5,53,0.02,..,37
SRB,2008,9.48246479,5.34,2.4215,2.5,53,0.02,..,35
SRB,2009,9.34623528,5.35,2.4467,2.5,52,0.02,..,32
SRB,2010,9.52730083,5.4,2.482,2.5,53,0.02,..,30
SRB,2011,9.11380386,5.43,2.5003,2.6,53,0.02,..,28
SRB,2012,9.32820415,5.44,2.4961,2.6,52,0.02,..,24
SRB,2013,9.31232452,5.5,2.4945,3.2,52,0.02,..,27
SRB,2014,9.2459898,5.52,2.4611,3.7,53,0.02,..,23
SRB,2015,8.81319809,5.58,2.4603,4.1,54,0.02,..,21
SRB,2016,8.45890999,5.59,..,4.2,57,0.02,..,19
SRB,2017,8.22039318,5.61,..,4,60,0.02,..,19
SRB,2018,8.53168106,..,..,3.8,64,0.02,..,17
SRB,2019,8.66556168,..,..,3.7,64,0.02,..,14
SRB,2020,8.73161697,..,..,3.3,63,0.02,..,14
SRB,2021,..,..,..,..,64,0.02,..,15
SRB,2022,..,..,..,..,..,..,..,..
SYC,1990,..,..,..,..,..,..,..,..
SYC,1991,..,..,..,..,..,..,..,..
SYC,1992,..,..,..,..,..,..,..,..
SYC,1993,..,..,1.027,..,..,..,..,..
SYC,1994,..,..,..,..,..,..,..,..
SYC,1995,..,..,..,..,..,..,..,..
SYC,1996,..,..,1.324,..,..,..,..,..
SYC,1997,..,..,..,..,..,..,..,..
SYC,1998,..,..,..,..,..,..,..,..
SYC,1999,..,..,..,..,..,..,..,..
SYC,2000,4.61071777,..,..,..,..,..,..,29
SYC,2001,5.39628124,..,..,..,..,..,..,27
SYC,2002,4.56042624,..,..,..,..,..,..,40
SYC,2003,5.35933495,..,..,..,..,..,..,14
SYC,2004,5.1972785,..,1.3844,..,..,..,..,24
SYC,2005,4.97854805,..,1.1725,..,..,..,..,19
SYC,2006,4.67937088,5.7,0.838,..,..,..,..,23
SYC,2007,4.09072113,..,1.01,..,..,..,..,22
SYC,2008,3.98245716,..,0.7735,..,..,..,..,7.7
SYC,2009,3.88551354,3.9,1.1344,..,..,..,..,19
SYC,2010,4.82908678,..,1.0953,..,..,..,..,21
SYC,2011,4.80053091,3.6,1.1643,..,..,..,..,26
SYC,2012,5.73247623,..,1.0043,..,..,..,..,24
SYC,2013,4.50912523,..,..,..,..,..,..,29
SYC,2014,4.58643389,..,..,..,..,..,..,15
SYC,2015,4.46488523,..,..,..,..,..,..,9.3
SYC,2016,4.96118879,..,2.1212,..,..,..,..,14
SYC,2017,4.76658726,..,..,..,..,..,..,18
SYC,2018,4.98726749,..,2.4717,..,..,..,..,17
SYC,2019,4.87495708,..,2.2518,..,..,..,..,15
SYC,2020,6.38917351,..,..,..,..,..,..,9.8
SYC,2021,..,..,..,..,..,..,..,12
SYC,2022,..,..,..,..,..,..,..,..
SLE,1990,..,..,..,..,..,1.05,..,..
SLE,1991,..,..,..,..,..,1.22,..,..
SLE,1992,..,..,..,..,..,1.34,..,..
SLE,1993,..,..,..,..,..,1.42,..,..
SLE,1994,..,..,..,..,..,1.5,..,..
SLE,1995,..,..,..,..,..,1.58,..,..
SLE,1996,..,..,7.30E-02,..,..,1.62,..,..
SLE,1997,..,..,..,..,..,1.61,..,..
SLE,1998,..,..,..,..,..,1.66,..,..
SLE,1999,..,..,..,..,..,1.61,..,..
SLE,2000,11.51732349,..,..,..,0,1.59,454.0876039,305
SLE,2001,10.9725275,..,..,50.7,0,1.57,453.2490196,309
SLE,2002,11.42101955,..,..,49.8,0,1.53,441.5165581,311
SLE,2003,10.82904911,..,..,49.4,0,1.49,419.8985331,313
SLE,2004,10.96054268,..,3.09E-02,48.8,0,1.41,409.7808028,314
SLE,2005,11.03773403,..,..,46.7,0,1.4,399.4558476,316
SLE,2006,10.39399529,0.4,..,43.7,1,1.36,391.9350391,317
SLE,2007,10.03516102,..,..,41.7,2,1.32,403.5348079,318
SLE,2008,9.87387657,..,1.55E-02,40.3,3,1.21,435.8873788,318
SLE,2009,11.0984726,..,..,34.9,6,1.17,460.295803,318
SLE,2010,10.94337559,..,2.12E-02,29.1,9,1.11,462.6280431,317
SLE,2011,13.2813406,..,2.51E-02,24.4,11,1.02,455.1445507,316
SLE,2012,10.59042263,..,..,24.3,11,0.94,439.8827031,314
SLE,2013,11.56771851,..,..,25.4,13,0.95,419.4175359,313
SLE,2014,19.72741699,..,..,25,15,0.92,401.6451916,310
SLE,2015,20.41341209,..,..,25.8,19,0.85,390.6509471,307
SLE,2016,16.52595901,..,..,25.9,24,0.8,388.9551427,304
SLE,2017,9.3997612,..,..,27.2,31,0.72,375.637979,301
SLE,2018,8.28987503,..,7.40E-02,27.7,38,0.65,369.0711476,298
SLE,2019,8.84668446,..,..,27.9,44,0.6,355.1194334,295
SLE,2020,8.75637054,..,..,27.4,50,0.55,339.547873,292
SLE,2021,..,..,..,..,61,0.5,329.8316601,289
SLE,2022,..,..,..,..,..,..,..,..
SGP,1990,..,3.607800007,1.266,..,..,0.04,..,..
SGP,1991,..,3.547199964,1.32,..,..,0.05,..,..
SGP,1992,..,3.451400042,1.348,..,..,7.00E-02,..,..
SGP,1993,..,3.642699957,1.385,..,..,0.08,..,..
SGP,1994,..,3.56520009,1.411,..,..,0.09,..,..
SGP,1995,..,..,..,..,..,0.1,..,..
SGP,1996,..,..,..,..,..,0.11,..,..
SGP,1997,..,..,..,..,..,0.12,..,..
SGP,1998,..,..,1.627,..,..,0.13,..,..
SGP,1999,..,..,1.3465,..,..,0.14,..,..
SGP,2000,3.343364,..,1.3842,..,3,0.14,..,49
SGP,2001,3.16302657,2.900000095,1.4525,..,3,0.15,..,43
SGP,2002,3.358464,..,1.4689,..,4,0.15,..,42
SGP,2003,3.60699272,2.8,1.5238,..,4,0.15,..,43
SGP,2004,3.15019798,..,1.5542,..,5,0.14,..,38
SGP,2005,3.03367925,3.2,1.5819,..,7,0.14,..,36
SGP,2006,2.9347465,3.2,1.5744,..,11,0.14,..,34
SGP,2007,2.83749056,3.22,1.6127,..,16,0.13,..,34
SGP,2008,3.19488454,3.1,1.6418,..,22,0.12,..,37
SGP,2009,3.39853096,..,1.6758,..,30,0.12,..,35
SGP,2010,3.20265388,..,1.7598,..,34,0.11,..,35
SGP,2011,3.15792179,2,1.8326,..,40,0.1,..,36
SGP,2012,3.32783675,..,1.9043,..,45,0.1,..,49
SGP,2013,3.68562651,2.19,2.0084,..,51,0.09,..,45
SGP,2014,3.87155652,2.24,2.1234,..,57,0.08,..,45
SGP,2015,4.18069839,2.4,2.228,..,62,7.00E-02,..,44
SGP,2016,4.39097595,2.48,2.2936,..,65,0.06,..,49
SGP,2017,4.36602068,2.49,2.3451,..,70,0.05,..,46
SGP,2018,4.07418776,..,2.391,..,72,0.04,..,46
SGP,2019,4.41523695,..,2.4601,..,76,0.03,..,41
SGP,2020,6.05388212,..,..,..,79,0.02,..,46
SGP,2021,..,..,..,..,..,0.01,..,48
SGP,2022,..,..,..,..,..,..,..,..
SXM,1990,..,..,..,..,..,..,..,..
SXM,1991,..,..,..,..,..,..,..,..
SXM,1992,..,..,..,..,..,..,..,..
SXM,1993,..,..,..,..,..,..,..,..
SXM,1994,..,..,..,..,..,..,..,..
SXM,1995,..,..,..,..,..,..,..,..
SXM,1996,..,..,..,..,..,..,..,..
SXM,1997,..,..,..,..,..,..,..,..
SXM,1998,..,..,..,..,..,..,..,..
SXM,1999,..,..,..,..,..,..,..,..
SXM,2000,..,..,..,..,..,..,..,..
SXM,2001,..,..,..,..,..,..,..,..
SXM,2002,..,..,..,..,..,..,..,..
SXM,2003,..,..,..,..,..,..,..,..
SXM,2004,..,..,..,..,..,..,..,..
SXM,2005,..,..,..,..,..,..,..,..
SXM,2006,..,..,..,..,..,..,..,..
SXM,2007,..,..,..,..,..,..,..,..
SXM,2008,..,..,..,..,..,..,..,..
SXM,2009,..,..,..,..,..,..,..,..
SXM,2010,..,..,..,..,..,..,..,10
SXM,2011,..,..,..,..,..,..,..,6.9
SXM,2012,..,..,..,..,..,..,..,3.3
SXM,2013,..,..,..,..,..,..,..,6.1
SXM,2014,..,..,..,..,..,..,..,0
SXM,2015,..,..,..,..,..,..,..,5.7
SXM,2016,..,..,..,..,..,..,..,0
SXM,2017,..,..,..,..,..,..,..,14
SXM,2018,..,..,..,..,..,..,..,19
SXM,2019,..,..,..,..,..,..,..,13
SXM,2020,..,..,..,..,..,..,..,2.6
SXM,2021,..,..,..,..,..,..,..,2.6
SXM,2022,..,..,..,..,..,..,..,..
SVK,1990,..,7.448200226,..,..,..,0.01,..,..
SVK,1991,..,7.577899933,..,..,..,0.01,..,..
SVK,1992,..,7.560900211,..,..,..,0.01,..,..
SVK,1993,..,7.874000073,..,..,..,0.01,..,..
SVK,1994,..,7.099299908,..,..,..,0.01,..,..
SVK,1995,..,..,..,..,..,0.01,..,..
SVK,1996,..,8.300000191,..,..,..,0.01,..,..
SVK,1997,..,8.100000381,..,..,..,0.01,..,..
SVK,1998,..,8,..,..,..,0.01,..,..
SVK,1999,..,8,3.3192,..,..,0.01,..,..
SVK,2000,5.30256939,7.86,3.2264,..,7,0.01,..,22
SVK,2001,5.3315053,7.67,3.2111,6.1,8,0.01,..,21
SVK,2002,5.50947618,7.57,3.1879,6.2,8,0.01,..,21
SVK,2003,5.44849873,7.25,3.1344,6,9,0.01,..,21
SVK,2004,6.37190437,6.91,3.137,5.8,28,0.01,..,14
SVK,2005,6.58870029,6.79,3.0224,5.5,25,0.01,..,15
SVK,2006,6.85076714,6.73,3.1563,5.6,34,0.01,..,14
SVK,2007,7.17735338,6.78,3.3747,5.4,32,0.01,..,13
SVK,2008,6.9563446,6.59,3.3561,4.9,29,0.01,..,12
SVK,2009,7.94779444,6.54,3.2953,4.7,33,0.01,..,9.7
SVK,2010,7.69692326,6.46,3.351,5,35,0.01,..,8.7
SVK,2011,7.33012152,6.05,3.2999,5.8,36,0.01,..,8
SVK,2012,7.56544065,5.91,3.3598,5.6,41,0.01,..,6.8
SVK,2013,7.52300453,5.8,3.3855,5.4,46,0.01,..,8.5
SVK,2014,6.90780544,5.79,3.4214,5.8,51,0.01,..,6.8
SVK,2015,6.78228903,5.75,3.4438,5.8,57,0.02,..,6.5
SVK,2016,7.11356306,5.78,3.4664,5.6,59,0.02,..,5.9
SVK,2017,6.77511358,5.82,3.4156,4.4,74,0.02,..,4.8
SVK,2018,6.69954538,5.7,3.517,3.9,68,0.02,..,5.8
SVK,2019,6.94772625,..,3.565,3.7,..,0.02,..,4.5
SVK,2020,7.23213387,..,..,3.8,..,0.02,..,3.2
SVK,2021,..,..,..,..,..,0.02,..,2.8
SVK,2022,..,..,..,..,..,..,..,..
SVN,1990,..,6.040800095,2.0484,..,..,0.01,..,..
SVN,1991,..,6.011300087,2.0694,..,..,0.01,..,..
SVN,1992,..,5.936999798,2.0789,..,..,0.01,..,..
SVN,1993,..,5.800700188,2.0189,..,..,0.01,..,..
SVN,1994,..,5.776899815,2.1831,..,..,0.01,..,..
SVN,1995,..,5.75,2.1174,..,..,0.01,..,..
SVN,1996,..,5.659999847,2.1377,..,..,0.01,..,..
SVN,1997,..,5.670000076,2.2319,..,..,0.01,..,..
SVN,1998,..,5.619999886,2.1812,..,..,0.01,..,..
SVN,1999,..,5.550000191,2.1212,..,..,0.01,..,..
SVN,2000,7.80406952,5.4,2.1527,..,26,0.02,..,21
SVN,2001,7.87602425,5.16,2.1761,2.5,26,0.02,..,21
SVN,2002,8.02119827,5.09,2.2342,2.5,25,0.02,..,20
SVN,2003,8.09883499,4.96,2.2561,2.5,24,0.03,..,16
SVN,2004,7.93957281,4.8,2.3058,2.5,24,0.03,..,14
SVN,2005,7.99595737,4.83,2.3519,2.5,24,0.03,..,15
SVN,2006,7.82322693,4.77,2.3672,2.5,32,0.03,..,12
SVN,2007,7.51139164,4.66,2.3925,2.5,31,0.03,..,12
SVN,2008,7.85466576,4.74,2.3994,2.5,28,0.03,..,12
SVN,2009,8.54080105,4.6,2.4167,2.5,29,0.03,..,10
SVN,2010,8.56503296,4.57,2.4367,2.5,39,0.02,..,9.4
SVN,2011,8.53639603,4.62,2.4965,2.5,41,0.02,..,10
SVN,2012,8.71509933,4.54,2.5406,2.5,42,0.02,..,7.4
SVN,2013,8.74028301,4.55,2.6252,2.5,48,0.02,..,7.7
SVN,2014,8.50197601,4.54,2.7628,2.5,54,0.01,..,7.9
SVN,2015,8.49823952,4.51,2.8148,2.5,59,0.01,..,7.1
SVN,2016,8.4630394,4.49,3.0007,2.5,67,0.01,..,6.5
SVN,2017,8.18480968,4.5,3.0861,2.5,74,0.01,..,6.1
SVN,2018,8.27911568,4.43,3.1721,2.5,78,0.01,..,5.4
SVN,2019,8.52314281,..,3.277,2.5,79,0.01,..,5.3
SVN,2020,9.45357895,..,..,2.5,86,0.01,..,4.1
SVN,2021,9.15498257,..,..,..,88,0.01,..,4.3
SVN,2022,..,..,..,..,..,..,..,..
SLB,1990,..,0.828100026,..,..,..,..,..,..
SLB,1991,..,..,..,..,..,..,..,..
SLB,1992,..,2.748100042,0.157,..,..,..,..,..
SLB,1993,..,..,..,..,..,..,..,..
SLB,1994,..,..,..,..,..,..,..,..
SLB,1995,..,..,0.14,..,..,..,..,..
SLB,1996,..,..,..,..,..,..,..,..
SLB,1997,..,..,..,..,..,..,..,..
SLB,1998,..,..,..,..,..,..,..,..
SLB,1999,..,..,0.1345,..,..,..,..,..
SLB,2000,4.82626629,..,..,..,..,..,598.0623852,88
SLB,2001,6.60538721,..,..,13.3,..,..,655.8139962,83
SLB,2002,10.10495281,..,..,13.1,..,..,627.6924249,71
SLB,2003,7.075634,2.2,0.1342,12.6,..,..,523.8270445,79
SLB,2004,7.72383881,..,..,12.7,..,..,723.2859526,90
SLB,2005,9.01593494,1.4,0.1894,12.5,..,..,598.7824001,103
SLB,2006,8.00584698,..,..,12.8,..,..,577.0540128,94
SLB,2007,7.18298769,..,..,12.6,..,..,311.2484287,98
SLB,2008,5.50597048,..,0.1768,13.2,..,..,182.2860387,94
SLB,2009,6.60598898,..,..,13,..,..,144.1095083,87
SLB,2010,4.66139841,..,..,13.7,..,..,170.8910447,78
SLB,2011,5.02313328,1.66,0.2013,14.7,..,..,114.3340819,90
SLB,2012,4.85143232,1.4,0.1546,16.5,..,..,92.90587722,79
SLB,2013,4.58325481,..,0.1873,18,..,..,93.12260533,77
SLB,2014,4.88791895,..,..,18.7,..,..,58.84839559,72
SLB,2015,4.44879532,..,..,18.5,..,..,65.63698925,85
SLB,2016,4.40535259,..,0.1937,18.1,..,..,135.375189,80
SLB,2017,4.110919,..,..,17.7,..,..,162.5666788,72
SLB,2018,3.87172961,..,..,17.6,..,..,132.8111593,73
SLB,2019,4.46258593,..,..,17.8,..,..,208.3747978,66
SLB,2020,4.43218184,..,..,18.1,..,..,164.7982767,58
SLB,2021,..,..,..,..,..,..,216.1002437,65
SLB,2022,..,..,..,..,..,..,..,..
SOM,1990,..,0.753499985,..,..,..,..,..,..
SOM,1991,..,..,..,..,..,..,..,..
SOM,1992,..,..,..,..,..,..,..,..
SOM,1993,..,..,4.20E-02,..,..,..,..,..
SOM,1994,..,..,..,..,..,..,..,..
SOM,1995,..,..,..,..,..,..,..,..
SOM,1996,..,..,..,..,..,..,..,..
SOM,1997,..,0.400000006,0.04,..,..,..,..,..
SOM,1998,..,..,..,..,..,..,..,..
SOM,1999,..,..,..,..,..,..,..,..
SOM,2000,..,0.42,..,..,0,..,134.9903944,285
SOM,2001,..,0.42,..,70.6,0,..,141.4876856,285
SOM,2002,..,0.42,..,70.5,0,..,131.3573977,285
SOM,2003,..,0.42,..,70.6,0,..,129.9946169,285
SOM,2004,..,0.42,..,70.7,0,..,123.0593493,285
SOM,2005,..,..,..,70.8,0,..,133.0675594,285
SOM,2006,..,..,2.79E-02,70.9,1,..,118.1983488,285
SOM,2007,..,..,..,70.9,1,..,101.4758647,285
SOM,2008,..,..,..,70.8,3,..,62.90250566,286
SOM,2009,..,..,..,70.9,4,..,38.74855638,286
SOM,2010,..,..,..,70.4,7,..,41.60036599,286
SOM,2011,..,..,..,68.7,9,..,34.32173156,286
SOM,2012,..,..,..,65.9,12,..,34.84410296,286
SOM,2013,..,0.87,..,62.4,16,..,41.58417613,285
SOM,2014,..,0.87,2.30E-02,60.4,18,..,50.2523248,274
SOM,2015,..,0.87,..,59.9,23,..,58.97773495,274
SOM,2016,..,0.87,..,59.7,28,..,58.59462429,270
SOM,2017,..,0.87,..,58.9,33,..,55.19724175,266
SOM,2018,..,..,..,56.6,37,..,59.28819849,262
SOM,2019,..,..,..,54.8,42,..,59.88342625,258
SOM,2020,..,..,..,53.1,46,..,56.04862449,254
SOM,2021,..,..,..,..,50,..,66.32601998,250
SOM,2022,..,..,..,..,..,..,..,..
ZAF,1990,..,..,..,..,..,2.23,..,..
ZAF,1991,..,..,..,..,..,3.3,..,..
ZAF,1992,..,..,0.624,..,..,4.56,..,..
ZAF,1993,..,..,..,..,..,5.99,..,..
ZAF,1994,..,..,..,..,..,7.49,..,..
ZAF,1995,..,..,..,..,..,8.92,..,..
ZAF,1996,..,..,0.593,..,..,10.17,..,..
ZAF,1997,..,..,..,..,..,11.18,..,..
ZAF,1998,..,..,..,..,..,11.79,..,..
ZAF,1999,..,..,..,..,..,12.17,..,..
ZAF,2000,7.3366189,..,..,..,0,12.36,3.889069037,762
ZAF,2001,7.12327909,..,..,3.9,0,12.31,5.612145406,867
ZAF,2002,6.67774487,3.1,..,3.7,1,12.12,3.283362193,971
ZAF,2003,7.04098177,..,..,3.6,1,11.87,2.797893898,1070
ZAF,2004,6.938416,2.87,0.7365,3.4,2,11.64,2.759490214,1150
ZAF,2005,6.86216164,2.8,..,3.4,4,11.43,1.582099649,1210
ZAF,2006,6.87650871,..,..,3.5,6,11.13,2.444447812,1250
ZAF,2007,6.90510845,2.41,..,3.6,10,10.86,1.265498962,1270
ZAF,2008,7.14832258,2.39,..,3.6,14,10.58,1.541753212,1270
ZAF,2009,7.64941454,..,..,3.6,19,10.13,1.186614705,1260
ZAF,2010,7.79358244,2.3,..,3.7,26,9.52,1.556437666,1230
ZAF,2011,7.94434404,..,..,3.8,34,9.01,1.881269149,1200
ZAF,2012,8.00428867,..,..,3.9,41,8.52,1.245836158,1160
ZAF,2013,8.10322285,..,..,4.3,46,7.97,1.604681773,1110
ZAF,2014,7.87136555,..,..,4.8,51,7.47,2.138698381,1070
ZAF,2015,8.05304241,..,..,5.2,56,6.91,0.887492953,988
ZAF,2016,8.07959366,..,0.7675,5.4,61,6.51,0.766186827,805
ZAF,2017,7.97711229,..,0.7833,5.5,67,5.91,4.127913957,738
ZAF,2018,8.06289959,..,0.7527,5.7,70,5.25,1.667607552,677
ZAF,2019,8.24258327,..,0.7923,6.3,73,4.8,0.829961239,615
ZAF,2020,8.58329773,..,..,6.9,74,4.42,0.758988822,562
ZAF,2021,..,..,..,..,74,4.19,0.498044779,513
ZAF,2022,..,..,..,..,..,..,..,..
SSD,1990,..,..,..,..,..,0.92,..,..
SSD,1991,..,..,..,..,..,1.03,..,..
SSD,1992,..,..,..,..,..,1.18,..,..
SSD,1993,..,..,..,..,..,1.32,..,..
SSD,1994,..,..,..,..,..,1.39,..,..
SSD,1995,..,..,..,..,..,1.49,..,..
SSD,1996,..,..,..,..,..,1.51,..,..
SSD,1997,..,..,..,..,..,1.6,..,..
SSD,1998,..,..,..,..,..,1.63,..,..
SSD,1999,..,..,..,..,..,1.56,..,..
SSD,2000,..,..,..,..,0,1.59,367.1643173,..
SSD,2001,..,..,..,..,0,1.54,357.1813975,..
SSD,2002,..,..,..,..,0,1.51,336.6075454,..
SSD,2003,..,..,..,..,0,1.46,318.7883209,..
SSD,2004,..,..,..,..,0,1.45,306.6630308,..
SSD,2005,..,..,..,..,0,1.42,305.7484205,..
SSD,2006,..,..,..,..,0,1.42,305.2316644,..
SSD,2007,..,..,..,..,0,1.38,299.4699791,..
SSD,2008,..,..,..,..,0,1.33,293.152562,..
SSD,2009,..,..,..,..,1,1.33,286.0803097,..
SSD,2010,..,..,..,..,2,1.28,285.6964368,..
SSD,2011,..,..,..,..,3,1.28,290.8579709,227
SSD,2012,..,..,..,..,3,1.29,287.8003071,227
SSD,2013,..,..,..,..,5,1.25,285.738332,227
SSD,2014,..,..,..,..,8,1.25,276.3054101,227
SSD,2015,..,..,..,..,13,1.17,271.0006489,227
SSD,2016,..,..,..,..,13,1.22,266.5478577,227
SSD,2017,8.23701382,..,..,..,16,1.16,277.7836843,227
SSD,2018,6.27566719,..,3.74E-02,..,20,1.2,278.7906512,227
SSD,2019,4.65760946,..,..,..,22,1.25,281.2588986,227
SSD,2020,5.25355768,..,..,..,25,1.26,286.886613,227
SSD,2021,..,..,..,..,27,1.27,274.7960612,227
SSD,2022,..,..,..,..,..,..,..,..
ESP,1990,..,4.599999905,..,..,..,0.35,..,..
ESP,1991,..,4.599999905,3.901,..,..,0.34,..,..
ESP,1992,..,4.5,3.9608,..,..,0.32,..,..
ESP,1993,..,4.400000095,4.0292,..,..,0.29,..,..
ESP,1994,..,4.400000095,4.087,..,..,0.25,..,..
ESP,1995,..,4.300000191,4.088,..,..,0.22,..,..
ESP,1996,..,4.300000191,2.7462,..,..,0.19,..,..
ESP,1997,..,4.199999809,2.8691,..,..,0.16,..,..
ESP,1998,..,4.199999809,2.9244,..,..,0.14,..,..
ESP,1999,..,4.099999905,3.0454,..,..,0.12,..,..
ESP,2000,6.7992177,3.65,3.1158,..,26,0.11,..,23
ESP,2001,6.76895761,3.58,3.1002,2.5,31,0.1,..,19
ESP,2002,6.80052757,3.53,3.0932,2.5,35,0.09,..,20
ESP,2003,7.563272,3.44,3.1928,2.5,39,0.09,..,27
ESP,2004,7.65842772,3.4,3.4135,2.5,43,0.09,..,16
ESP,2005,7.73191881,3.34,3.5159,2.5,47,0.09,..,19
ESP,2006,7.8290596,3.29,3.598,2.5,51,0.09,..,20
ESP,2007,7.9186573,3.25,3.5447,2.5,55,0.09,..,19
ESP,2008,8.38226032,3.2,3.536,2.5,59,0.09,..,19
ESP,2009,9.10764217,3.16,3.5807,2.5,62,0.09,..,18
ESP,2010,9.11891174,3.11,3.7296,2.5,67,0.09,..,17
ESP,2011,9.16797066,3.05,3.8074,2.5,68,0.09,..,16
ESP,2012,9.15419865,2.99,3.7999,2.5,71,0.09,..,14
ESP,2013,9.06693172,2.96,3.7857,2.5,72,0.09,..,13
ESP,2014,9.08897781,2.97,3.7767,2.5,73,0.09,..,12
ESP,2015,9.12642574,2.98,3.8267,2.5,76,0.09,..,10
ESP,2016,8.95201397,2.97,3.8112,2.5,82,0.09,..,12
ESP,2017,8.94976807,2.97,3.8723,2.5,83,0.09,..,11
ESP,2018,9.00140381,2.97,4.0299,2.5,84,0.09,..,11
ESP,2019,9.13947964,..,4.4411,2.5,85,0.09,..,9.9
ESP,2020,10.71374989,..,..,2.5,86,0.09,..,7.2
ESP,2021,..,..,..,..,..,0.08,..,8.2
ESP,2022,..,..,..,..,..,..,..,..
LKA,1990,..,2.743499994,..,..,..,0.01,..,..
LKA,1991,..,..,0.1391,..,..,0.01,..,..
LKA,1992,..,..,0.1654,..,..,0.01,..,..
LKA,1993,..,..,0.2071,..,..,0.01,..,..
LKA,1994,..,..,0.1849,..,..,0.01,..,..
LKA,1995,..,..,0.2218,..,..,0.01,..,..
LKA,1996,..,..,0.2786,..,..,0.01,..,..
LKA,1997,..,..,0.3047,..,..,0.02,..,..
LKA,1998,..,..,0.3462,..,..,0.02,..,..
LKA,1999,..,2.200000048,0.3747,..,..,0.02,..,..
LKA,2000,4.24654055,2.9,0.4241,..,0,0.02,48.6362947,66
LKA,2001,4.19324636,3,0.4433,16.7,0,0.02,15.28656976,66
LKA,2002,4.17312098,3.1,..,16.1,0,0.02,9.421307703,66
LKA,2003,3.76927352,..,..,15.7,0,0.02,2.367260539,66
LKA,2004,4.17515469,3.1,0.5405,15,0,0.02,0.829838679,66
LKA,2005,4.00972605,..,0.5218,14,2,0.02,0.36243182,66
LKA,2006,3.97986293,..,0.5219,13.2,2,0.02,0.129314249,66
LKA,2007,3.95131898,..,0.5555,11.8,3,0.02,4.29E-02,66
