iso3,year,gdp
CPV,1998,1650.4974
CPV,1999,1797.29574
CPV,2000,2015.381373
CPV,2001,2026.279163
CPV,2002,2099.900161
CPV,2003,2156.347932
CPV,2004,2344.518792
CPV,2005,2474.824866
CPV,2006,2639.962729
CPV,2007,3005.229422
CPV,2008,3181.450833
CPV,2009,3101.393855
CPV,2010,3124.572105
CPV,2011,3208.367141
CPV,2012,3204.601898
CPV,2013,3188.569691
CPV,2014,3174.705331
CPV,2015,3169.078915
CPV,2016,3267.87903
CPV,2017,3376.938299
CPV,2018,3463.812834
CPV,2019,3690.656476
CPV,2020,2949.579204
CPV,2021,3122.159819
CPV,2022,3642.856313
KHM,1990,..
KHM,1991,..
KHM,1992,..
KHM,1993,563.7702821
KHM,1994,353.95657
KHM,1995,378.9223782
KHM,1996,391.829017
KHM,1997,398.6529632
KHM,1998,408.8225268
KHM,1999,451.8614506
KHM,2000,488.0027023
KHM,2001,518.3842919
KHM,2002,542.654743
KHM,2003,578.4093554
KHM,2004,627.0082134
KHM,2005,697.7467582
KHM,2006,759.643395
KHM,2007,822.7540867
KHM,2008,863.3869748
KHM,2009,851.2030243
KHM,2010,888.9125883
KHM,2011,938.0176771
KHM,2012,992.1346004
KHM,2013,1049.994506
KHM,2014,1109.375653
KHM,2015,1170.742816
KHM,2016,1235.323404
KHM,2017,1304.549389
KHM,2018,1384.968023
KHM,2019,1465.969535
KHM,2020,1404.198655
KHM,2021,1429.937027
KHM,2022,1487.720286
CMR,1990,1348.73035
CMR,1991,1259.117263
CMR,1992,1184.787089
CMR,1993,1059.520363
CMR,1994,1048.987213
CMR,1995,1049.706663
CMR,1996,1064.646045
CMR,1997,1083.64161
CMR,1998,1105.245204
CMR,1999,1124.900477
CMR,2000,1137.624527
CMR,2001,1156.050391
CMR,2002,1175.871674
CMR,2003,1206.610512
CMR,2004,1256.69365
CMR,2005,1250.058883
CMR,2006,1262.871906
CMR,2007,1281.392485
CMR,2008,1281.019837
CMR,2009,1277.181619
CMR,2010,1277.265693
CMR,2011,1283.567041
CMR,2012,1305.668033
CMR,2013,1332.860004
CMR,2014,1366.966595
CMR,2015,1399.675336
CMR,2016,1420.029872
CMR,2017,1429.234685
CMR,2018,1445.267771
CMR,2019,1454.564069
CMR,2020,1419.328208
CMR,2021,1432.862689
CMR,2022,1445.551006
CAN,1990,31707.4817
CAN,1991,30662.59598
CAN,1992,30574.5847
CAN,1993,31045.08506
CAN,1994,32087.02853
CAN,1995,32612.23203
CAN,1996,32795.66535
CAN,1997,33861.1471
CAN,1998,34889.67131
CAN,1999,36393.96369
CAN,2000,37923.48646
CAN,2001,38185.21967
CAN,2002,38912.20974
CAN,2003,39257.7619
CAN,2004,40093.80734
CAN,2005,40989.52682
CAN,2006,41646.41464
CAN,2007,42098.43122
CAN,2008,42063.24012
CAN,2009,40368.93151
CAN,2010,41156.14519
CAN,2011,42037.51874
CAN,2012,42315.80739
CAN,2013,42846.2842
CAN,2014,43635.09548
CAN,2015,43596.13554
CAN,2016,43536.9134
CAN,2017,44325.48834
CAN,2018,44917.48373
CAN,2019,45113.06628
CAN,2020,42366.48714
CAN,2021,44234.54214
CAN,2022,44910.44173
CYM,1990,..
CYM,1991,..
CYM,1992,..
CYM,1993,..
CYM,1994,..
CYM,1995,..
CYM,1996,..
CYM,1997,..
CYM,1998,..
CYM,1999,..
CYM,2000,..
CYM,2001,..
CYM,2002,..
CYM,2003,..
CYM,2004,..
CYM,2005,..
CYM,2006,96176.3019
CYM,2007,96280.24834
CYM,2008,93166.31677
CYM,2009,84026.97277
CYM,2010,79519.84377
CYM,2011,78393.73628
CYM,2012,77448.50983
CYM,2013,76617.54337
CYM,2014,76872.58092
CYM,2015,77295.84566
CYM,2016,78077.43365
CYM,2017,78883.28208
CYM,2018,80597.70864
CYM,2019,82170.59303
CYM,2020,76609.76853
CYM,2021,78731.14741
CYM,2022,..
CAF,1990,531.3860052
CAF,1991,512.25184
CAF,1992,464.3354633
CAF,1993,451.1999352
CAF,1994,458.6545236
CAF,1995,478.3438949
CAF,1996,447.3506307
CAF,1997,458.1338353
CAF,1998,466.6341086
CAF,1999,470.1683589
CAF,2000,445.803293
CAF,2001,455.3383802
CAF,2002,461.4980857
CAF,2003,426.1595809
CAF,2004,442.0152361
CAF,2005,436.1002651
CAF,2006,447.8081065
CAF,2007,459.7460664
CAF,2008,459.5624572
CAF,2009,488.3880251
CAF,2010,500.5292774
CAF,2011,513.5942668
CAF,2012,534.8835626
CAF,2013,338.1657058
CAF,2014,338.7003849
CAF,2015,351.8797548
CAF,2016,362.2183312
CAF,2017,371.603131
CAF,2018,378.2630778
CAF,2019,381.4140464
CAF,2020,375.2169241
CAF,2021,370.6757503
CAF,2022,362.5707911
TCD,1990,429.2491463
TCD,1991,449.281438
TCD,1992,465.1760124
TCD,1993,383.2591445
TCD,1994,412.8442771
TCD,1995,399.999492
TCD,1996,391.1730188
TCD,1997,399.3881428
TCD,1998,412.8431343
TCD,1999,396.0118252
TCD,2000,379.3515469
TCD,2001,409.7036687
TCD,2002,429.4269739
TCD,2003,473.4680217
TCD,2004,605.239355
TCD,2005,682.3538734
TCD,2006,662.8855051
TCD,2007,661.7723647
TCD,2008,658.8744606
TCD,2009,662.9232529
TCD,2010,727.5249451
TCD,2011,703.1232151
TCD,2012,739.3383648
TCD,2013,754.1718133
TCD,2014,777.9356811
TCD,2015,774.4116031
TCD,2016,703.4660071
TCD,2017,660.1261338
TCD,2018,653.3497615
TCD,2019,652.703216
TCD,2020,622.2785063
TCD,2021,595.6637866
TCD,2022,590.3051762
CHI,1990,..
CHI,1991,..
CHI,1992,..
CHI,1993,..
CHI,1994,..
CHI,1995,..
CHI,1996,..
CHI,1997,..
CHI,1998,..
CHI,1999,..
CHI,2000,..
CHI,2001,..
CHI,2002,..
CHI,2003,..
CHI,2004,..
CHI,2005,..
CHI,2006,..
CHI,2007,..
CHI,2008,..
CHI,2009,..
CHI,2010,..
CHI,2011,..
CHI,2012,..
CHI,2013,..
CHI,2014,..
CHI,2015,..
CHI,2016,..
CHI,2017,..
CHI,2018,..
CHI,2019,..
CHI,2020,..
CHI,2021,..
CHI,2022,..
CHL,1990,5381.345361
CHL,1991,5707.613165
CHL,1992,6243.522042
CHL,1993,6552.164553
CHL,1994,6778.947464
CHL,1995,7278.951664
CHL,1996,7668.448921
CHL,1997,8127.507313
CHL,1998,8361.471358
CHL,1999,8239.874191
CHL,2000,8550.71166
CHL,2001,8722.575536
CHL,2002,8904.538118
CHL,2003,9227.912338
CHL,2004,9746.183277
CHL,2005,10214.7328
CHL,2006,10727.10289
CHL,2007,11171.41974
CHL,2008,11479.28183
CHL,2009,11234.96821
CHL,2010,11773.0044
CHL,2011,12382.37946
CHL,2012,13017.06784
CHL,2013,13318.59521
CHL,2014,13421.53834
CHL,2015,13569.94813
CHL,2016,13644.62326
CHL,2017,13615.52386
CHL,2018,13906.77056
CHL,2019,13761.37447
CHL,2020,12741.15751
CHL,2021,14095.78224
CHL,2022,14358.34768
CHN,1990,905.0325047
CHN,1991,975.4629668
CHN,1992,1100.646174
CHN,1993,1239.129438
CHN,1994,1384.93023
CHN,1995,1520.029549
CHN,1996,1653.433876
CHN,1997,1787.767071
CHN,1998,1909.622429
CHN,1999,2038.206581
CHN,2000,2193.896982
CHN,2001,2359.572509
CHN,2002,2557.891746
CHN,2003,2797.176806
CHN,2004,3061.833333
CHN,2005,3390.716338
CHN,2006,3800.765996
CHN,2007,4319.031624
CHN,2008,4711.643697
CHN,2009,5128.904397
CHN,2010,5647.069024
CHN,2011,6152.697196
CHN,2012,6591.66284
CHN,2013,7056.423462
CHN,2014,7532.785697
CHN,2015,8016.446016
CHN,2016,8516.52919
CHN,2017,9053.2292
CHN,2018,9619.20998
CHN,2019,10155.51142
CHN,2020,10358.17054
CHN,2021,11223.15337
CHN,2022,11560.3302
COL,1990,3695.805804
COL,1991,3693.730558
COL,1992,3767.677276
COL,1993,3893.074501
COL,1994,4039.993961
COL,1995,4170.457695
COL,1996,4179.2262
COL,1997,4246.156656
COL,1998,4196.920349
COL,1999,3953.729994
COL,2000,4003.985169
COL,2001,4007.52805
COL,2002,4045.306747
COL,2003,4142.007703
COL,2004,4301.035042
COL,2005,4447.566818
COL,2006,4685.054586
COL,2007,4939.117957
COL,2008,5042.061146
COL,2009,5042.144959
COL,2010,5209.732471
COL,2011,5511.099853
COL,2012,5667.498751
COL,2013,5899.76792
COL,2014,6107.08302
COL,2015,6228.651622
COL,2016,6291.079698
COL,2017,6280.891051
COL,2018,6320.990748
COL,2019,6404.108766
COL,2020,5852.983235
COL,2021,6423.859895
COL,2022,6857.793322
COM,1990,1227.138589
COM,1991,1131.638167
COM,1992,1199.132181
COM,1993,1207.644983
COM,1994,1119.373675
COM,1995,1135.134902
COM,1996,1096.607184
COM,1997,1116.530618
COM,1998,1106.903299
COM,1999,1105.736687
COM,2000,1202.131382
COM,2001,1205.509181
COM,2002,1208.589928
COM,2003,1210.028524
COM,2004,1209.863114
COM,2005,1219.991232
COM,2006,1227.482897
COM,2007,1212.751725
COM,2008,1235.652819
COM,2009,1249.839403
COM,2010,1270.302654
COM,2011,1295.204391
COM,2012,1307.973031
COM,2013,1337.397725
COM,2014,1336.489702
COM,2015,1322.936775
COM,2016,1337.527869
COM,2017,1360.431185
COM,2018,1383.377872
COM,2019,1381.622238
COM,2020,1352.955492
COM,2021,1355.538811
COM,2022,1362.778021
COD,1990,817.0809689
COD,1991,723.986641
COD,1992,628.7398879
COD,1993,526.8928835
COD,1994,482.7889092
COD,1995,466.2457573
COD,1996,452.7630575
COD,1997,420.6241394
COD,1998,404.115483
COD,1999,375.9505247
COD,2000,339.9694492
COD,2001,322.930037
COD,2002,322.4400519
COD,2003,330.5489871
COD,2004,342.4599973
COD,2005,352.3212297
COD,2006,359.4280716
COD,2007,369.840754
COD,2008,380.4949103
COD,2009,379.0548809
COD,2010,393.0274508
COD,2011,406.2010286
COD,2012,420.6293654
COD,2013,441.0129781
COD,2014,466.4249466
COD,2015,482.0645685
COD,2016,476.8149045
COD,2017,477.8478911
COD,2018,489.3823745
COD,2019,494.8192476
COD,2020,487.433133
COD,2021,501.2390883
COD,2022,528.7888354
COG,1990,2346.828177
COG,1991,2337.163985
COG,1992,2333.251277
COG,1993,2245.191224
COG,1994,2062.199574
COG,1995,2087.232002
COG,1996,2119.372929
COG,1997,2063.318685
COG,1998,2095.160297
COG,1999,1987.274444
COG,2000,2057.767158
COG,2001,2057.200363
COG,2002,2101.690648
COG,2003,2060.938948
COG,2004,2061.348208
COG,2005,2142.705983
COG,2006,2228.585465
COG,2007,2005.960075
COG,2008,2062.970193
COG,2009,2212.361869
COG,2010,2333.074245
COG,2011,2308.423476
COG,2012,2468.558493
COG,2013,2392.688749
COG,2014,2493.088071
COG,2015,2347.818507
COG,2016,2045.202266
COG,2017,1909.365882
COG,2018,1774.613907
COG,2019,1731.799886
COG,2020,1586.318302
COG,2021,1515.893872
COG,2022,1504.650529
CRI,1990,5967.190942
CRI,1991,5949.49634
CRI,1992,6335.51657
CRI,1993,6618.921108
CRI,1994,6751.919256
CRI,1995,6867.637672
CRI,1996,6801.655421
CRI,1997,7014.530061
CRI,1998,7355.153636
CRI,1999,7507.965381
CRI,2000,7646.027372
CRI,2001,7768.438955
CRI,2002,7898.633138
CRI,2003,8109.824898
CRI,2004,8340.829853
CRI,2005,8545.747274
CRI,2006,9041.386796
CRI,2007,9647.860895
CRI,2008,9966.048441
CRI,2009,9746.490696
CRI,2010,10137.58217
CRI,2011,10453.52257
CRI,2012,10832.75676
CRI,2013,10975.69637
CRI,2014,11240.71159
CRI,2015,11529.95517
CRI,2016,11893.32325
CRI,2017,12267.16204
CRI,2018,12470.95742
CRI,2019,12662.42285
CRI,2020,12030.04859
CRI,2021,12888.46631
CRI,2022,13373.58883
CIV,1990,1909.82806
CIV,1991,1839.752437
CIV,1992,1768.202554
CIV,1993,1701.433
CIV,1994,1654.859288
CIV,1995,1711.110949
CIV,1996,1779.74207
CIV,1997,1884.721989
CIV,1998,1900.213381
CIV,1999,1865.123051
CIV,2000,1809.920801
CIV,2001,1725.155942
CIV,2002,1636.446951
CIV,2003,1521.884843
CIV,2004,1534.076717
CIV,2005,1514.620558
CIV,2006,1523.233058
CIV,2007,1507.089596
CIV,2008,1545.880093
CIV,2009,1568.021136
CIV,2010,1640.315034
CIV,2011,1520.342303
CIV,2012,1602.910924
CIV,2013,1739.155195
CIV,2014,1858.615354
CIV,2015,1941.581898
CIV,2016,2027.833976
CIV,2017,2122.502619
CIV,2018,2168.913442
CIV,2019,2252.543316
CIV,2020,2234.909473
CIV,2021,2333.353122
CIV,2022,2430.306921
HRV,1990,..
HRV,1991,..
HRV,1992,..
HRV,1993,..
HRV,1994,..
HRV,1995,7304.326858
HRV,1996,7852.580511
HRV,1997,8378.527971
HRV,1998,8572.387731
HRV,1999,8537.158348
HRV,2000,8876.889906
HRV,2001,9512.227088
HRV,2002,10060.20124
HRV,2003,10620.08107
HRV,2004,11061.19532
HRV,2005,11522.94567
HRV,2006,12086.80738
HRV,2007,12689.19659
HRV,2008,12944.75472
HRV,2009,12026.20514
HRV,2010,11906.00566
HRV,2011,11936.83597
HRV,2012,11694.19879
HRV,2013,11680.16108
HRV,2014,11677.48175
HRV,2015,12071.09096
HRV,2016,12588.35317
HRV,2017,13175.16324
HRV,2018,13665.71441
HRV,2019,14211.75543
HRV,2020,13048.74429
HRV,2021,15396.10885
HRV,2022,16477.08242
CUB,1990,4963.867884
CUB,1991,4397.043573
CUB,1992,3862.625547
CUB,1993,3270.593248
CUB,1994,3280.040731
CUB,1995,3348.490464
CUB,1996,3599.004641
CUB,1997,3687.375154
CUB,1998,3681.31765
CUB,1999,3896.31418
CUB,2000,4113.507265
CUB,2001,4231.82114
CUB,2002,4280.234412
CUB,2003,4431.00284
CUB,2004,4675.808084
CUB,2005,5189.950033
CUB,2006,5808.664725
CUB,2007,6225.38023
CUB,2008,6477.804699
CUB,2009,6567.987282
CUB,2010,6720.677673
CUB,2011,6903.94022
CUB,2012,7105.433676
CUB,2013,7292.738255
CUB,2014,7362.341667
CUB,2015,7683.757891
CUB,2016,7721.791846
CUB,2017,7865.371561
CUB,2018,8048.01661
CUB,2019,8042.948524
CUB,2020,7172.519257
CUB,2021,7291.067885
CUB,2022,..
CUW,1990,..
CUW,1991,..
CUW,1992,..
CUW,1993,..
CUW,1994,..
CUW,1995,..
CUW,1996,..
CUW,1997,..
CUW,1998,..
CUW,1999,..
CUW,2000,21523.64598
CUW,2001,22171.06563
CUW,2002,22231.8794
CUW,2003,21840.8914
CUW,2004,21512.11169
CUW,2005,21112.32201
CUW,2006,20913.66312
CUW,2007,21011.15715
CUW,2008,21202.4306
CUW,2009,20952.89993
CUW,2010,20706.43754
CUW,2011,20539.36021
CUW,2012,20356.18194
CUW,2013,19963.34558
CUW,2014,19459.49436
CUW,2015,19260.26985
CUW,2016,18890.75873
CUW,2017,18504.30566
CUW,2018,18198.66427
CUW,2019,17796.69991
CUW,2020,14748.89551
CUW,2021,15633.23336
CUW,2022,..
CYP,1990,17144.38867
CYP,1991,16829.83398
CYP,1992,17928.45703
CYP,1993,17623.20117
CYP,1994,18280.93555
CYP,1995,19453.75586
CYP,1996,19385.20313
CYP,1997,19617.09375
CYP,1998,20562.19531
CYP,1999,21349.64453
CYP,2000,22383.85742
CYP,2001,23019.13867
CYP,2002,23604.07031
CYP,2003,23930.66016
CYP,2004,24799.53711
CYP,2005,25631.25586
CYP,2006,26395.40039
CYP,2007,27156.67188
CYP,2008,27449.03125
CYP,2009,26183.45117
CYP,2010,26090.03711
CYP,2011,25538.77148
CYP,2012,24285.48633
CYP,2013,22738.48047
CYP,2014,22581.81641
CYP,2015,23487.21875
CYP,2016,24916.61914
CYP,2017,26101.28516
CYP,2018,27241.11523
CYP,2019,28360.03125
CYP,2020,26814.32227
CYP,2021,28329.31641
CYP,2022,29637.85352
CZE,1990,11626.62587
CZE,1991,10300.89916
CZE,1992,10238.24768
CZE,1993,10233.94219
CZE,1994,10527.87569
CZE,1995,11219.15007
CZE,1996,11711.31541
CZE,1997,11663.17382
CZE,1998,11632.6029
CZE,1999,11805.67184
CZE,2000,12312.49777
CZE,2001,12734.92203
CZE,2002,12959.81748
CZE,2003,13428.09962
CZE,2004,14070.28046
CZE,2005,14978.41319
CZE,2006,15948.74529
CZE,2007,16739.17872
CZE,2008,17046.88503
CZE,2009,16160.62056
CZE,2010,16505.9537
CZE,2011,16761.82731
CZE,2012,16606.99254
CZE,2013,16593.86423
CZE,2014,16951.37912
CZE,2015,17829.69832
CZE,2016,18247.01173
CZE,2017,19139.23988
CZE,2018,19689.5827
CZE,2019,20206.42564
CZE,2020,19048.08685
CZE,2021,20085.45803
CZE,2022,20540.05402
DNK,1990,39295.24344
DNK,1991,39739.60985
DNK,1992,40383.55878
DNK,1993,40253.5399
DNK,1994,42257.09833
DNK,1995,43310.25009
DNK,1996,44314.7905
DNK,1997,45570.07982
DNK,1998,46412.03897
DNK,1999,47622.43908
DNK,2000,49241.928
DNK,2001,49469.68881
DNK,2002,49541.85555
DNK,2003,49599.99696
DNK,2004,50792.00095
DNK,2005,51835.83271
DNK,2006,53687.44155
DNK,2007,53935.87025
DNK,2008,53345.35762
DNK,2009,50457.23249
DNK,2010,51173.46616
DNK,2011,51644.46351
DNK,2012,51567.04015
DNK,2013,51831.79793
DNK,2014,52404.76397
DNK,2015,53254.85637
DNK,2016,54556.06895
DNK,2017,55735.7649
DNK,2018,56563.48847
DNK,2019,57203.02779
DNK,2020,55898.79003
DNK,2021,58359.58399
DNK,2022,60113.08594
DJI,1990,..
DJI,1991,..
DJI,1992,..
DJI,1993,..
DJI,1994,..
DJI,1995,..
DJI,1996,..
DJI,1997,..
DJI,1998,..
DJI,1999,..
DJI,2000,..
DJI,2001,..
DJI,2002,..
DJI,2003,..
DJI,2004,..
DJI,2005,..
DJI,2006,..
DJI,2007,..
DJI,2008,..
DJI,2009,..
DJI,2010,..
DJI,2011,..
DJI,2012,..
DJI,2013,2167.202457
DJI,2014,2279.577595
DJI,2015,2409.311902
DJI,2016,2538.054019
DJI,2017,2632.913333
DJI,2018,2714.351648
DJI,2019,2820.062866
DJI,2020,2811.649531
DJI,2021,2905.560874
DJI,2022,2951.89723
DMA,1990,5029.776161
DMA,1991,5122.632939
DMA,1992,5228.785843
DMA,1993,5337.399547
DMA,1994,5337.002354
DMA,1995,5498.52118
DMA,1996,5672.075182
DMA,1997,5803.177313
DMA,1998,6034.694409
DMA,1999,6077.21916
DMA,2000,6251.471177
DMA,2001,6265.171953
DMA,2002,6078.271721
DMA,2003,6447.431432
DMA,2004,6631.333141
DMA,2005,6665.105971
DMA,2006,6968.763248
DMA,2007,7407.930636
DMA,2008,7934.646075
DMA,2009,7841.273188
DMA,2010,7897.690327
DMA,2011,7881.525202
DMA,2012,7781.532762
DMA,2013,7711.446038
DMA,2014,8013.753085
DMA,2015,7724.042411
DMA,2016,7929.805284
DMA,2017,7370.433117
DMA,2018,7586.646141
DMA,2019,7936.304818
DMA,2020,6566.364208
DMA,2021,6978.470497
DMA,2022,7359.884175
DOM,1990,2802.821475
DOM,1991,2771.209528
DOM,1992,3020.359445
DOM,1993,3179.131453
DOM,1994,3199.359185
DOM,1995,3318.605084
DOM,1996,3454.408693
DOM,1997,3697.763648
DOM,1998,3883.13346
DOM,1999,4050.581518
DOM,2000,4175.171017
DOM,2001,4214.573754
DOM,2002,4340.899929
DOM,2003,4222.59033
DOM,2004,4272.075225
DOM,2005,4612.808741
DOM,2006,4971.238158
DOM,2007,5272.864103
DOM,2008,5373.096245
DOM,2009,5353.598213
DOM,2010,5724.307281
DOM,2011,5827.383243
DOM,2012,5909.863367
DOM,2013,6120.991154
DOM,2014,6472.849075
DOM,2015,6838.936735
DOM,2016,7209.99019
DOM,2017,7461.653257
DOM,2018,7894.955179
DOM,2019,8205.142578
DOM,2020,7571.782808
DOM,2021,8410.60583
DOM,2022,8732.080724
ECU,1990,4180.338333
ECU,1991,4263.268622
ECU,1992,4262.486662
ECU,1993,4261.244003
ECU,1994,4358.593486
ECU,1995,4374.268716
ECU,1996,4369.321022
ECU,1997,4477.570934
ECU,1998,4543.536482
ECU,1999,4254.15121
ECU,2000,4227.552516
ECU,2001,4322.341882
ECU,2002,4421.934417
ECU,2003,4463.597184
ECU,2004,4746.807173
ECU,2005,4912.527491
ECU,2006,5041.3338
ECU,2007,5063.984478
ECU,2008,5294.899313
ECU,2009,5236.053684
ECU,2010,5331.383774
ECU,2011,5657.213016
ECU,2012,5881.381167
ECU,2013,6078.439563
ECU,2014,6215.838092
ECU,2015,6130.586676
ECU,2016,5965.643273
ECU,2017,6012.803317
ECU,2018,5976.245345
ECU,2019,5863.910566
ECU,2020,5331.976611
ECU,2021,5492.489271
ECU,2022,5590.541634
EGY,1990,2012.879978
EGY,1991,1987.03665
EGY,1992,2028.224741
EGY,1993,2039.693862
EGY,1994,2073.653323
EGY,1995,2122.880542
EGY,1996,2181.252772
EGY,1997,2251.988634
EGY,1998,2327.101541
EGY,1999,2416.362326
EGY,2000,2517.580506
EGY,2001,2553.528409
EGY,2002,2560.457409
EGY,2003,2587.630508
EGY,2004,2639.347069
EGY,2005,2703.222583
EGY,2006,2832.5482
EGY,2007,2974.687871
EGY,2008,3125.74753
EGY,2009,3208.452267
EGY,2010,3305.883247
EGY,2011,3290.761828
EGY,2012,3288.794355
EGY,2013,3283.74072
EGY,2014,3301.204443
EGY,2015,3370.382447
EGY,2016,3444.268262
EGY,2017,3517.587895
EGY,2018,3635.420582
EGY,2019,3769.03577
EGY,2020,3835.784215
EGY,2021,3896.842853
EGY,2022,4088.897045
SLV,1990,2362.444301
SLV,1991,2356.517438
SLV,1992,2480.594315
SLV,1993,2588.198817
SLV,1994,2680.105124
SLV,1995,2780.048977
SLV,1996,2778.945718
SLV,1997,2843.828831
SLV,1998,2898.200506
SLV,1999,2941.483052
SLV,2000,2957.371867
SLV,2001,2968.631542
SLV,2002,3003.698336
SLV,2003,3042.83465
SLV,2004,3065.418788
SLV,2005,3147.225224
SLV,2006,3285.917608
SLV,2007,3341.616988
SLV,2008,3399.331872
SLV,2009,3315.801586
SLV,2010,3373.043811
SLV,2011,3488.150015
SLV,2012,3572.67142
SLV,2013,3638.162797
SLV,2014,3686.095562
SLV,2015,3761.51368
SLV,2016,3845.022493
SLV,2017,3921.315863
SLV,2018,4009.716557
SLV,2019,4105.646168
SLV,2020,3774.666183
SLV,2021,4182.352078
SLV,2022,4276.05215
GNQ,1990,373.179618
GNQ,1991,355.9148815
GNQ,1992,462.1760866
GNQ,1993,494.5237293
GNQ,1994,555.8467554
GNQ,1995,628.8802503
GNQ,1996,1008.32838
GNQ,1997,2424.828517
GNQ,1998,2886.153063
GNQ,1999,3486.79895
GNQ,2000,3941.663536
GNQ,2001,6132.847317
GNQ,2002,6987.942671
GNQ,2003,7604.480723
GNQ,2004,10028.35438
GNQ,2005,11188.44858
GNQ,2006,11508.92596
GNQ,2007,12660.90551
GNQ,2008,14222.54889
GNQ,2009,13740.84002
GNQ,2010,11933.31108
GNQ,2011,12155.81878
GNQ,2012,12625.29597
GNQ,2013,11614.00295
GNQ,2014,11200.81072
GNQ,2015,9788.983804
GNQ,2016,8594.450219
GNQ,2017,7818.05359
GNQ,2018,7079.650526
GNQ,2019,6472.070883
GNQ,2020,6030.517591
GNQ,2021,5833.102952
GNQ,2022,5871.324947
ERI,1990,..
ERI,1991,..
ERI,1992,601.1630234
ERI,1993,661.3031953
ERI,1994,777.6679748
ERI,1995,757.358524
ERI,1996,788.428128
ERI,1997,840.5770172
ERI,1998,843.9888355
ERI,1999,832.0224896
ERI,2000,793.6205616
ERI,2001,838.8989132
ERI,2002,835.1099976
ERI,2003,780.4681392
ERI,2004,760.3487878
ERI,2005,761.0317824
ERI,2006,741.0007433
ERI,2007,739.7393434
ERI,2008,649.6944623
ERI,2009,657.7864582
ERI,2010,658.5862715
ERI,2011,702.3966325
ERI,2012,..
ERI,2013,..
ERI,2014,..
ERI,2015,..
ERI,2016,..
ERI,2017,..
ERI,2018,..
ERI,2019,..
ERI,2020,..
ERI,2021,..
ERI,2022,..
EST,1990,..
EST,1991,..
EST,1992,..
EST,1993,..
EST,1994,..
EST,1995,7137.530776
EST,1996,7601.669019
EST,1997,8692.296438
EST,1998,9157.064847
EST,1999,9091.333194
EST,2000,9960.139039
EST,2001,10625.57927
EST,2002,11417.16797
EST,2003,12362.24828
EST,2004,13282.54552
EST,2005,14631.38733
EST,2006,16155.20743
EST,2007,17459.09831
EST,2008,16607.56806
EST,2009,14205.39488
EST,2010,14585.83866
EST,2011,15692.78883
EST,2012,16257.4722
EST,2013,16553.38326
EST,2014,17096.64458
EST,2015,17402.03761
EST,2016,17945.94496
EST,2017,18962.4103
EST,2018,19611.61099
EST,2019,20269.57514
EST,2020,20118.10507
EST,2021,21707.24075
EST,2022,21207.31392
SWZ,1990,2174.806136
SWZ,1991,2124.287387
SWZ,1992,2108.790776
SWZ,1993,2109.787568
SWZ,1994,2159.789192
SWZ,1995,2264.402469
SWZ,1996,2303.064322
SWZ,1997,2333.427161
SWZ,1998,2359.833931
SWZ,1999,2397.950538
SWZ,2000,2411.444924
SWZ,2001,2411.373859
SWZ,2002,2494.44754
SWZ,2003,2571.688071
SWZ,2004,2647.463243
SWZ,2005,2790.250788
SWZ,2006,2941.396842
SWZ,2007,3054.082429
SWZ,2008,3062.614991
SWZ,2009,3096.296069
SWZ,2010,3199.053542
SWZ,2011,3254.813373
SWZ,2012,3411.719361
SWZ,2013,3521.669337
SWZ,2014,3530.360904
SWZ,2015,3583.31129
SWZ,2016,3594.167067
SWZ,2017,3638.768782
SWZ,2018,3696.359849
SWZ,2019,3766.062999
SWZ,2020,3672.65335
SWZ,2021,3923.577333
SWZ,2022,4045.277342
ETH,1990,276.2122202
ETH,1991,245.9199885
ETH,1992,215.6362902
ETH,1993,235.9031231
ETH,1994,235.4255347
ETH,1995,241.7817919
ETH,1996,263.2558854
ETH,1997,263.1444026
ETH,1998,246.3872834
ETH,1999,251.3777271
ETH,2000,258.8705282
ETH,2001,272.2885542
ETH,2002,268.4236051
ETH,2003,255.100269
ETH,2004,281.5203288
ETH,2005,305.9793587
ETH,2006,329.6792828
ETH,2007,357.1179359
ETH,2008,384.5726631
ETH,2009,406.8569329
ETH,2010,445.1823411
ETH,2011,481.0378632
ETH,2012,508.0657159
ETH,2013,546.5928418
ETH,2014,586.5736207
ETH,2015,630.3126271
ETH,2016,671.2905841
ETH,2017,715.7487435
ETH,2018,744.3675294
ETH,2019,785.4849817
ETH,2020,811.2555499
ETH,2021,834.9913016
ETH,2022,857.3154961
FRO,1990,..
FRO,1991,..
FRO,1992,..
FRO,1993,..
FRO,1994,..
FRO,1995,..
FRO,1996,..
FRO,1997,..
FRO,1998,..
FRO,1999,..
FRO,2000,..
FRO,2001,..
FRO,2002,..
FRO,2003,..
FRO,2004,..
FRO,2005,..
FRO,2006,..
FRO,2007,..
FRO,2008,44678.67071
FRO,2009,42740.25501
FRO,2010,42510.34772
FRO,2011,44108.58146
FRO,2012,47197.67527
FRO,2013,49933.35157
FRO,2014,52595.02675
FRO,2015,52726.6887
FRO,2016,52762.43004
FRO,2017,53822.91125
FRO,2018,54506.38844
FRO,2019,56402.39445
FRO,2020,54150.65174
FRO,2021,56689.34607
FRO,2022,..
FJI,1990,3383.821889
FJI,1991,3273.991686
FJI,1992,3464.756751
FJI,1993,3528.069729
FJI,1994,3700.475577
FJI,1995,3786.07885
FJI,1996,3946.430826
FJI,1997,3821.069501
FJI,1998,3826.160396
FJI,1999,4114.960995
FJI,2000,4000.854677
